Year,HomeTeam,AwayTeam,FTR,1H,1D,1A,2H,2D,2A,3H,3D,3A,4H,4D,4A,5H,5D,5A,6H,6D,6A
16,St Etienne,Montpellier,H,2.05,3.25,3.75,2,3.2,4.25,2,3.2,3.75,2,3.1,4,2.05,3.15,4.55,2.05,3.1,4
16,Marseille,Lorient,H,1.75,3.6,5,1.72,3.6,4.75,1.75,3.4,4.65,1.75,3.6,4.5,1.79,3.82,4.9,1.73,3.5,5
16,Caen,Bastia,H,2.1,3.25,3.8,2.05,3.2,3.75,2.2,3.1,3.3,2.1,3,3.8,2.16,3.17,4.05,2.1,3.3,3.5
16,Dijon,Lyon,H,4.33,3.6,1.83,4.6,3.5,1.75,4.35,3.4,1.8,4.5,3.6,1.75,4.87,3.81,1.79,4.5,3.5,1.83
16,Metz,Angers,H,2.5,3,3.2,2.5,2.9,3.1,2.4,3.1,2.95,2.4,2.9,3.25,2.55,2.99,3.35,2.5,3,3.1
16,Montpellier,Rennes,D,2.38,3.1,3.2,2.25,3.1,3.3,2.2,3.1,3.3,2.4,3,3.1,2.5,3.18,3.22,2.45,3,3.1
16,Nancy,Guingamp,A,2.15,3.25,3.6,2.1,3.1,3.7,2.2,3.1,3.3,2.15,3.1,3.6,2.2,3.26,3.79,2.05,3.2,3.8
16,Nice,Lille,D,2.5,3,3,2.5,2.9,3.1,2.5,3.1,2.8,2.62,2.8,3,2.73,2.91,3.17,2.5,3,3
16,Bordeaux,Nantes,H,2.05,3.1,4.2,2.05,3.1,3.8,2.1,3.15,3.45,2.1,3,3.8,2.17,3.19,3.97,2.05,3.3,3.75
16,Monaco,Paris SG,H,4.75,3.5,1.8,4.75,3.6,1.72,4.65,3.4,1.75,4.5,3.6,1.75,4.93,3.85,1.78,4.8,3.6,1.75
16,St Etienne,Toulouse,D,2.15,3.25,3.6,2.05,3.1,3.8,2,3.2,3.75,2.1,3.1,3.6,2.18,3.31,3.79,2.1,3.25,3.6
16,Paris SG,St Etienne,D,1.33,5.25,9.5,1.33,5.5,10.5,1.3,5,9,1.3,5,10,1.33,5.5,11.25,1.3,5.5,9
16,Angers,Dijon,H,2.25,3.1,3.5,2.25,3,3.7,2.2,3.1,3.3,2.25,2.9,3.5,2.33,3.09,3.66,2.25,3.1,3.4
16,Bastia,Toulouse,H,2.75,3,2.75,2.75,3,2.85,2.65,3.1,2.65,2.75,2.9,2.8,2.87,3.01,2.94,2.5,3,3
16,Guingamp,Montpellier,D,2.3,3.1,3.5,2.4,3.1,3.2,2.4,3.1,2.95,2.3,3,3.25,2.43,3.17,3.36,2.4,3,3.2
16,Lille,Monaco,A,2.6,2.9,3.1,2.55,2.95,3.1,2.4,3.1,2.95,2.5,2.9,3,2.59,3.04,3.22,2.62,3,2.88
16,Lorient,Nancy,A,2.38,3.1,3.3,2.35,3.1,3.3,2.2,3.1,3.3,2.3,3,3.3,2.39,3.12,3.5,2.3,3.1,3.3
16,Lyon,Bordeaux,A,1.62,3.8,5.5,1.7,3.8,5,1.75,3.4,4.65,1.62,3.8,5.5,1.65,4.01,5.89,1.67,3.5,5.5
16,Nantes,Metz,A,1.73,3.4,5.5,1.72,3.4,5.75,1.75,3.4,4.65,1.7,3.3,5.75,1.81,3.46,5.47,1.73,3.5,5
16,Nice,Marseille,H,2.3,3.2,3.4,2.4,3.1,3.2,2.6,3.1,2.7,2.3,3.1,3.2,2.39,3.26,3.33,2.4,3.2,3
16,Rennes,Caen,H,2,3.3,4,1.95,3.4,4.1,1.9,3.3,4,1.95,3.3,3.8,2.01,3.52,4.12,2.05,3.2,3.75
16,Caen,Paris SG,A,7,4.5,1.4,7.25,4.25,1.48,6,3.7,1.55,6.5,4.33,1.48,7.36,4.74,1.48,6.5,4.2,1.5
16,Bordeaux,Angers,A,1.8,3.5,4.75,1.8,3.4,4.6,1.8,3.4,4.35,1.8,3.3,5,1.83,3.47,5.28,1.83,3.2,4.8
16,Dijon,Metz,D,2.15,3.1,3.75,2.05,3.2,3.7,2.2,3.1,3.3,2.05,3.1,3.8,2.11,3.28,4.05,2.15,3.1,3.6
16,Lorient,Lille,H,3.1,3.1,2.5,3.1,3,2.4,2.9,3.15,2.4,3.1,3.1,2.38,3.32,3.24,2.41,2.9,3.1,2.5
16,Monaco,Rennes,H,1.73,3.5,5,1.75,3.5,4.75,1.7,3.5,4.85,1.75,3.5,4.75,1.8,3.67,5.05,1.73,3.5,5
16,Nancy,Nantes,D,2.6,2.9,3.1,2.4,3,3.1,2.25,3.1,3.2,2.5,2.9,3,2.67,2.95,3.21,2.38,3.1,3.1
16,Toulouse,Guingamp,H,2,3.25,4,2.05,3.2,3.7,2.2,3.1,3.3,2.05,3.2,3.8,2.12,3.34,3.95,2.1,3.1,3.75
16,Marseille,Lyon,D,2.7,3.4,2.6,2.75,3.25,2.5,2.8,3.1,2.5,2.62,3.3,2.62,2.74,3.4,2.74,2.7,3.1,2.7
16,Montpellier,Nice,D,2.3,3.2,3.3,2.15,3.2,3.4,2.4,3.15,2.9,2.3,3.1,3.3,2.35,3.23,3.44,2.4,3.1,3.1
16,St Etienne,Bastia,H,1.65,3.6,6,1.65,3.5,5.75,1.65,3.5,5.3,1.67,3.4,6,1.68,3.66,6.4,1.7,3.2,6
16,Lille,Toulouse,A,2.05,3.1,4,2.15,3,3.9,2.2,3.1,3.3,2.1,3,3.8,2.2,3.16,3.94,2.1,3.1,3.75
16,Paris SG,Dijon,H,1.11,9,23,1.13,8.5,20,1.15,7,15,1.11,9.5,23,1.12,10.5,25.48,1.12,8.5,19
16,Angers,Caen,H,2.25,3.2,3.4,2.25,3.1,3.5,2.2,3.1,3.3,2.2,3,3.6,2.24,3.2,3.76,2.25,3,3.5
16,Bastia,Nancy,D,2.4,3,3.3,2.4,2.95,3.4,2.4,3,3,2.4,2.88,3.4,2.47,2.99,3.51,2.5,2.8,3.3
16,Guingamp,Lorient,H,2.05,3.2,4,2.05,3.3,3.9,1.9,3.3,4,2,3.3,3.8,2.05,3.45,4.05,2.1,3.3,3.5
16,Lyon,Montpellier,H,1.57,4,6,1.62,3.9,5.75,1.65,3.5,5.3,1.62,3.8,5.5,1.64,4.18,5.73,1.53,4,6
16,Metz,Bordeaux,A,3.2,3.1,2.4,3.25,3.1,2.4,2.8,3.1,2.5,3,3.3,2.3,3.33,3.24,2.4,2.9,3.1,2.5
16,Nantes,St Etienne,D,2.5,2.9,3.1,2.55,3,3.1,2.6,3.2,2.6,2.5,2.88,3.1,2.66,3,3.18,2.5,2.9,3.2
16,Nice,Monaco,H,3.1,3.2,2.4,3.2,3.25,2.35,2.8,3.1,2.5,3.1,3.2,2.3,3.35,3.29,2.37,3.1,3.2,2.38
16,Rennes,Marseille,H,2.3,3.3,3.2,2.3,3.2,3.3,2.3,3.1,3.1,2.3,3.1,3.2,2.36,3.3,3.29,2.4,3.1,3.1
16,Toulouse,Paris SG,H,7,4.2,1.5,7.25,4.4,1.5,6.3,3.9,1.5,6.5,4.2,1.48,7.78,4.57,1.49,6.5,4.2,1.5
16,Bastia,Guingamp,H,2.4,3,3.3,2.5,2.95,3.2,2.4,3.15,2.9,2.5,2.9,3.2,2.58,3.01,3.27,2.5,3.1,3.1
16,Bordeaux,Caen,D,1.85,3.6,4.33,1.85,3.6,4.25,1.8,3.4,4.35,1.85,3.6,4.2,1.88,3.77,4.42,1.91,3.4,4.5
16,Dijon,Rennes,H,2.8,3.2,2.6,2.7,3.25,2.7,2.6,3.1,2.7,2.7,3.2,2.62,2.8,3.3,2.73,2.7,3.2,2.75
16,Lorient,Lyon,H,4.2,3.5,1.91,4.1,3.6,1.9,4,3.3,1.9,4,3.6,1.85,4.24,3.74,1.92,4.33,3.5,1.91
16,Monaco,Angers,H,1.62,3.75,6,1.65,3.75,5.75,1.65,3.5,5.3,1.62,3.6,6,1.65,3.84,6.35,1.67,3.6,6
16,Montpellier,Metz,A,1.67,3.6,5.75,1.7,3.7,5.25,1.75,3.4,4.65,1.67,3.6,5.25,1.71,3.83,5.52,1.73,3.5,5.5
16,Marseille,Nantes,H,2,3.1,4.33,2,3.25,4.2,2,3.2,3.75,2,3.2,4,2.06,3.33,4.15,2,3.3,4.2
16,Nancy,Nice,A,2.5,3.1,3.1,2.6,3,3,2.6,3.2,2.6,2.5,3,2.9,2.7,3.11,3,2.62,3.2,2.88
16,St Etienne,Lille,H,2.3,3,3.5,2.35,3.1,3.3,2.2,3.1,3.3,2.38,3,3.25,2.45,3.17,3.32,2.4,3.2,3.2
16,Rennes,Guingamp,H,2.05,3.2,4,2,3.2,3.9,2,3.2,3.75,2,3.1,4,2.05,3.26,4.34,2.1,3.25,3.6
16,Caen,Toulouse,H,2.5,3.1,3,2.5,3.1,2.85,2.6,3.1,2.7,2.5,3,2.9,2.67,3.1,3.06,2.7,3.1,2.7
16,Dijon,Montpellier,D,2.6,3,3,2.6,2.95,2.85,2.4,3.1,2.95,2.6,3,2.9,2.7,3.07,3.03,2.62,3,2.9
16,Lille,Nancy,H,1.85,3.2,5,1.83,3.2,4.75,1.9,3.3,4,1.85,3.1,4.75,1.92,3.29,5.01,1.85,3.1,5
16,Metz,Monaco,A,4.5,3.6,1.8,4.4,3.5,1.8,4.1,3.4,1.85,4.33,3.6,1.8,4.65,3.69,1.85,4.5,3.2,1.91
16,Nantes,Bastia,H,1.95,3.2,4.5,1.95,3.1,4.2,2.1,3.1,3.6,1.95,3,4.5,1.99,3.15,4.87,2,3,4.5
16,Paris SG,Bordeaux,H,1.25,5.75,13,1.25,5.5,11.5,1.27,5.2,10,1.25,6,12,1.25,6.62,13.93,1.25,5.5,12
16,Angers,Marseille,D,2.63,3,3,2.65,2.95,2.85,2.65,3.1,2.65,2.5,3,2.9,2.6,3.13,3.11,2.7,3,2.8
16,Lyon,St Etienne,H,1.73,3.6,5,1.7,3.5,5,1.8,3.4,4.35,1.67,3.6,5.5,1.71,3.75,5.78,1.75,3.5,5
16,Nice,Lorient,H,1.8,3.5,4.75,1.78,3.6,4.4,1.7,3.5,4.85,1.85,3.5,4.2,1.88,3.69,4.51,1.85,3.4,4.5
16,Nice,Lyon,H,2.9,3.4,2.38,3,3.5,2.45,2.6,3.2,2.6,2.8,3.4,2.4,2.92,3.58,2.51,2.8,3.3,2.5
16,Toulouse,Monaco,H,3,3.2,2.5,2.9,3.3,2.6,2.8,3.1,2.5,2.88,3.1,2.5,2.92,3.3,2.67,2.9,3.25,2.45
16,Bastia,Angers,A,2.5,2.8,3.25,2.6,2.9,3.1,2.4,3.15,2.9,2.5,2.8,3.2,2.67,2.9,3.27,2.62,3,2.88
16,Guingamp,Lille,H,2.45,3.1,3.1,2.55,3,3.1,2.6,3.2,2.6,2.4,3,3.1,2.53,3.11,3.24,2.6,3.1,2.8
16,Lorient,Nantes,A,2.5,3.2,3,2.5,3.1,3.1,2.6,3.2,2.6,2.5,2.9,3,2.67,3.06,3.09,2.7,3.1,2.7
16,Montpellier,Caen,H,1.85,3.4,4.5,1.91,3.4,4.33,2,3.2,3.75,1.95,3.3,4,2,3.45,4.25,1.95,3.1,4.33
16,Nancy,Paris SG,A,10,5,1.33,11,4.75,1.33,7.5,4.6,1.37,9.5,4.75,1.35,12.18,5.15,1.34,9,4.5,1.36
16,Marseille,Metz,H,1.44,4.33,7.5,1.48,4.4,6.75,1.55,3.7,6,1.48,4.33,6.5,1.48,4.79,7.22,1.44,4.33,7
16,Rennes,Bordeaux,D,2.38,3.3,3.1,2.5,3.1,3.1,2.3,3.1,3.1,2.4,3,3.1,2.47,3.14,3.31,2.4,3.2,3
16,St Etienne,Dijon,D,1.73,3.6,5,1.72,3.5,5.5,1.7,3.5,4.85,1.7,3.4,5.5,1.72,3.67,5.84,1.8,3.5,4.5
16,Monaco,Montpellier,H,1.67,3.75,5.5,1.67,3.75,6,1.7,3.5,4.85,1.62,3.8,5.75,1.64,4.01,6.19,1.67,3.8,5
16,Angers,Toulouse,D,2.5,3.1,3.1,2.55,3,3.1,2.6,3,2.8,2.6,2.9,2.9,2.68,3.03,3.1,2.7,3,2.8
16,Bordeaux,Nancy,D,1.8,3.4,5,1.8,3.4,5,1.7,3.5,4.85,1.8,3.3,4.75,1.84,3.46,5.23,1.83,3.2,5
16,Dijon,Lorient,H,2.15,3.3,3.6,2.15,3.25,3.6,2.1,3.15,3.45,2.2,3.2,3.4,2.27,3.32,3.52,2.2,3.3,3.3
16,Lille,Bastia,H,1.73,3.4,5.25,1.72,3.4,5.75,1.75,3.4,4.65,1.75,3.3,5.5,1.75,3.5,5.94,1.75,3.3,5.5
16,Lyon,Guingamp,A,1.53,4.1,6.5,1.53,4.2,6.25,1.6,3.6,5.6,1.53,4,6.5,1.53,4.29,7.17,1.57,3.8,6
16,Nantes,Rennes,A,2.25,3.1,3.6,2.3,3,3.5,2.3,3,3.2,2.2,2.9,3.6,2.3,3.06,3.79,2.3,3,3.4
16,Caen,St Etienne,A,2.55,3.1,2.88,2.75,2.95,2.85,2.7,3,2.7,2.62,2.9,2.9,2.69,3.08,3.04,2.7,3,2.8
16,Metz,Nice,A,3.75,3.4,2.05,3.6,3.4,2.1,3.45,3.15,2.1,3.5,3.4,2.05,3.81,3.44,2.12,3.6,3.3,2.1
16,Paris SG,Marseille,D,1.29,5.5,11,1.29,5.85,11.5,1.3,5,9,1.3,5.5,10,1.29,6.1,11.95,1.29,5,12
16,Lille,Paris SG,A,6.5,4,1.55,6.75,4.1,1.57,5.6,3.6,1.6,6,3.8,1.6,6.94,4.03,1.59,6.5,3.75,1.57
16,Bastia,Dijon,D,2.3,3.1,3.4,2.3,3,3.5,2.2,3.1,3.3,2.25,2.9,3.6,2.28,3.07,3.83,2.3,3,3.4
16,Guingamp,Angers,H,2.3,3.2,3.3,2.3,3.1,3.4,2.2,3.1,3.3,2.3,2.9,3.3,2.44,3.09,3.44,2.4,3,3.2
16,Lorient,Montpellier,D,2.3,3.1,3.4,2.3,3.1,3.4,2.4,3.05,3,2.25,3.25,3.2,2.34,3.37,3.31,2.3,3,3.4
16,Nancy,Caen,H,2.15,3.1,3.8,2.1,3.1,4,2.2,3,3.4,2.1,3,3.8,2.15,3.14,4.16,2.2,3,3.6
16,St Etienne,Monaco,D,2.75,3,2.8,2.75,3.2,2.65,2.65,3.1,2.65,2.7,3.1,2.7,2.78,3.25,2.79,2.7,3.1,2.7
16,Toulouse,Lyon,A,2.8,3.25,2.6,2.75,3.3,2.6,2.6,3.2,2.6,2.75,3.2,2.62,2.83,3.34,2.68,2.7,3.1,2.7
16,Marseille,Bordeaux,D,2.1,3.2,3.8,2.05,3.4,3.75,2.1,3.15,3.45,2.1,3.25,3.6,2.13,3.42,3.8,2.05,3.3,3.75
16,Nice,Nantes,H,1.91,3.3,4.5,1.87,3.4,4.5,1.8,3.3,4.5,1.95,3.2,4.2,2.02,3.3,4.4,1.91,3.2,4.5
16,Rennes,Metz,H,1.57,4,6,1.55,4.1,6.25,1.6,3.6,5.6,1.57,3.75,6.5,1.61,3.89,6.81,1.57,3.8,6
16,Montpellier,Marseille,H,2.55,3.2,2.88,2.65,3.2,2.75,2.65,3.1,2.65,2.62,3,2.8,2.75,3.16,2.95,2.5,3.3,2.8
16,Angers,Lille,H,2.4,3,3.3,2.4,2.95,3.4,2.6,3,2.8,2.38,2.9,3.4,2.42,3.03,3.55,2.7,2.9,2.9
16,Bordeaux,Lorient,H,1.75,3.5,5,1.78,3.5,5,1.7,3.5,4.85,1.8,3.4,4.75,1.81,3.65,5.01,1.7,3.75,4.8
16,Dijon,Guingamp,D,2.5,3,3.2,2.45,3.1,3.1,2.3,3,3.2,2.4,3,3,2.56,3.2,3.11,2.4,3.1,3.1
16,Lyon,Bastia,H,1.44,4.2,8.5,1.4,4.4,9.25,1.45,4,7,1.4,4.2,8.5,1.44,4.49,9.21,1.44,4.2,6.5
16,Monaco,Nancy,H,1.5,4,7.5,1.48,4.1,7.5,1.5,3.9,6.3,1.48,4,7.5,1.5,4.27,8.09,1.5,4.2,6.5
16,Nantes,Toulouse,D,2.3,3,3.5,2.35,3,3.4,2.4,3,3.05,2.3,3,3.3,2.41,3.13,3.45,2.6,2.9,3
16,Caen,Nice,H,3.25,3.25,2.3,3.1,3.4,2.3,2.9,3.15,2.4,3,3.2,2.4,3.17,3.35,2.43,2.8,3.3,2.5
16,Metz,St Etienne,D,3.8,3.2,2.1,3.8,3.2,2.1,3.45,3.15,2.1,3.6,3.3,2.05,4.06,3.3,2.1,3.3,3.2,2.25
16,Paris SG,Rennes,H,1.22,6.5,13,1.22,6.5,12.5,1.3,5,9,1.22,6,13,1.23,6.8,16,1.25,6,11
16,Lille,Lyon,A,3.1,3.1,2.45,3.1,3.25,2.5,2.7,3.1,2.6,3,3.1,2.4,3.24,3.16,2.53,2.75,3.2,2.62
16,Lorient,Monaco,A,4.33,3.6,1.8,4.33,3.75,1.8,4.35,3.4,1.8,4.2,3.8,1.8,4.53,3.87,1.85,4.2,3.75,1.8
16,Bastia,Montpellier,D,2.8,3,2.8,2.65,3.1,2.85,2.5,3.1,2.8,2.75,3,2.7,2.85,3.16,2.8,2.8,3,2.7
16,Nancy,Dijon,H,2.1,3.1,4,2.1,3.3,3.7,2.2,3.1,3.3,2.05,3.2,3.75,2.14,3.32,3.89,2.15,3,3.8
16,Paris SG,Nantes,H,1.2,6.5,15,1.22,6.25,15,1.25,5.5,10.3,1.2,6,15,1.22,6.8,16.42,1.22,5.5,17
16,Rennes,Angers,D,2.25,3,3.5,2.25,3,3.7,2,3.2,3.75,2.3,2.9,3.5,2.38,3.01,3.72,2.3,3,3.4
16,Toulouse,Metz,A,1.5,4.2,7,1.5,4.1,7,1.5,3.9,6.3,1.5,3.8,7.5,1.5,4.16,8.57,1.53,3.8,7
16,Guingamp,Bordeaux,D,2.45,3.2,3,2.45,3.1,3.1,2.6,3.1,2.7,2.4,3,3,2.51,3.2,3.18,2.5,3,3.1
16,Marseille,Caen,H,1.7,3.75,5,1.7,3.8,5,1.6,3.6,5.6,1.75,3.5,4.75,1.78,3.72,5.12,1.75,3.5,5
16,St Etienne,Nice,A,2.1,3.4,3.6,2.15,3.25,3.6,2.2,3.1,3.3,2.1,3.1,3.8,2.17,3.22,3.95,2.2,3.2,3.4
16,Rennes,Toulouse,H,2.4,3.1,3.1,2.4,3.1,3.25,2.3,3.1,3.1,2.4,3,3.1,2.48,3.16,3.32,2.4,3.1,3.1
16,Bordeaux,Dijon,H,1.73,3.6,5.25,1.75,3.5,5.25,1.75,3.4,4.65,1.73,3.5,5,1.74,3.75,5.51,1.75,3.5,5
16,Caen,Guingamp,D,2.38,3.1,3.3,2.35,3.1,3.3,2.5,3.1,2.8,2.3,3,3.3,2.37,3.13,3.51,2.4,3,3.2
16,Metz,Lorient,D,2.7,3.25,2.7,2.75,3.1,2.75,2.3,3.2,3,2.62,3.1,2.75,2.81,3.14,2.86,2.7,3.1,2.7
16,Monaco,Marseille,H,1.67,3.75,5.5,1.65,3.8,5.5,1.75,3.3,4.9,1.62,3.8,5.25,1.66,4.05,5.69,1.7,3.75,5
16,Montpellier,Nancy,D,1.91,3.4,4.2,2,3.25,4.1,2,3.2,3.75,1.91,3.3,4,1.97,3.46,4.36,2,3.2,4
16,Nantes,Lille,D,2.25,3,3.6,2.35,3,3.4,2.5,3.1,2.8,2.25,2.9,3.5,2.31,3.08,3.74,2.3,2.88,3.6
16,Angers,St Etienne,A,2.5,3,3.2,2.5,2.95,3.2,2.6,3.1,2.7,2.4,2.8,3.25,2.54,2.98,3.39,2.62,2.9,3
16,Lyon,Paris SG,A,3.6,3.4,2.1,3.8,3.5,2,4,3.3,1.9,3.4,3.5,2.05,3.76,3.59,2.08,3.8,3.25,2.05
16,Nice,Bastia,D,1.62,3.75,6,1.67,3.75,5.5,1.5,3.9,6.3,1.65,3.6,5.75,1.66,3.85,6.14,1.7,3.5,5.5
16,Dijon,Monaco,D,5.5,4,1.62,5.75,3.9,1.62,4.85,3.5,1.7,5.25,3.8,1.62,5.82,4.2,1.64,5,4.2,1.62
16,Lille,Caen,H,1.8,3.4,5,1.78,3.25,5.5,1.85,3.3,4.3,1.75,3.3,5.25,1.79,3.51,5.7,1.8,3.3,5
16,Lorient,Rennes,H,2.38,3.25,3.1,2.45,3.3,2.95,2.65,3.1,2.65,2.4,3.25,2.9,2.49,3.41,3.07,2.5,3.2,2.88
16,Bastia,Bordeaux,D,2.9,3,2.7,3,3,2.6,2.65,3.1,2.65,2.88,2.9,2.62,3,3.04,2.75,2.8,3,2.7
16,Guingamp,Nice,A,2.45,3.2,3,2.6,3.2,2.85,2.65,3.1,2.65,2.5,3.1,2.9,2.56,3.24,3.07,2.5,3,3
16,Nancy,Metz,H,1.91,3.5,4.2,1.9,3.4,4.33,2,3.2,3.75,1.91,3.25,4.2,1.98,3.38,4.38,1.95,3.25,4.2
16,Nantes,Lyon,A,3.75,3.25,2.1,3.4,3.3,2.2,3.1,3.1,2.3,3.6,3.25,2.1,4,3.22,2.15,3.6,3,2.2
16,Paris SG,Angers,H,1.2,7,15,1.18,7,17.5,1.2,6,13,1.2,6.5,15,1.21,6.99,17.11,1.2,6,17
16,St Etienne,Marseille,D,2.15,3.25,3.6,2.25,3.1,3.5,2.1,3.15,3.45,2.2,3,3.5,2.26,3.21,3.69,2.25,3.1,3.4
16,Toulouse,Montpellier,H,2.05,3.4,3.75,2.05,3.4,3.7,2.1,3.15,3.45,2,3.25,3.8,2.07,3.4,4.06,2.1,3.3,3.5
16,Caen,Dijon,D,2.1,3.3,3.6,2.15,3.25,3.6,2,3.2,3.75,2.15,3.1,3.6,2.19,3.38,3.73,2.1,3.3,3.6
16,Angers,Lorient,D,2,3.3,4,2,3.3,4,2,3.2,3.75,2,3.25,4,2.02,3.42,4.2,2.05,3.2,3.8
16,Bordeaux,Lille,A,2.15,3.1,3.8,2.2,3,3.8,2,3.2,3.75,2.15,3,3.6,2.22,3.11,3.94,2.2,3.1,3.5
16,Guingamp,Nantes,H,2.1,3.25,3.75,2.2,3.2,3.5,2.2,3.1,3.3,2.15,3,3.6,2.21,3.19,3.86,2.2,3.1,3.5
16,Monaco,Bastia,H,1.36,4.5,11,1.34,5.25,8.75,1.35,4.7,7.9,1.3,5,11,1.33,5.34,11.6,1.33,4.5,11
16,Montpellier,Paris SG,H,6.5,4.2,1.53,6.5,4,1.55,5.6,3.6,1.6,6,4.2,1.53,6.75,4.39,1.54,6,3.8,1.57
16,Marseille,Nancy,H,1.8,3.4,5,1.78,3.5,5,1.75,3.4,4.65,1.8,3.3,5,1.82,3.51,5.23,1.8,3.3,5
16,Nice,Toulouse,H,2.1,3.2,3.8,2.1,3.2,3.9,2,3.2,3.75,2.05,3.1,3.8,2.08,3.33,4.09,2.1,3.1,3.8
16,Rennes,St Etienne,H,2.4,3,3.3,2.45,3.1,3.1,2.4,3.15,2.9,2.3,3,3.3,2.38,3.12,3.46,2.4,3,3.2
16,Bastia,Metz,H,1.83,3.4,4.75,1.91,3.4,4.25,2,3.2,3.75,1.85,3.2,4.5,1.93,3.33,4.82,1.91,3.2,4.5
16,Bordeaux,Monaco,A,3.75,3.3,2.1,3.7,3.3,2.1,3.45,3.15,2.1,3.5,3.5,2.05,3.75,3.55,2.1,3.4,3.3,2.15
16,Dijon,Marseille,A,3.2,3.25,2.3,3,3.3,2.4,3.1,3.1,2.3,2.9,3.3,2.3,3.22,3.34,2.44,2.9,3.4,2.38
16,Lille,Montpellier,H,2,3.1,4.33,2,3.2,4.25,2,3.2,3.75,1.95,3.1,4.2,2.03,3.3,4.37,2.05,3.1,4
16,Nancy,Angers,H,2.5,2.9,3.25,2.6,3,3,2.3,3.1,3.1,2.62,2.9,3,2.73,2.99,3.08,2.62,2.9,3
16,Toulouse,Lorient,H,2,3.3,4,2,3.3,4,1.8,3.4,4.35,1.95,3.25,4.2,2.03,3.35,4.26,2,3.2,4
16,Lyon,Rennes,H,1.57,3.75,7,1.57,4.1,5.75,1.6,3.6,5.6,1.53,3.8,6.5,1.53,4.25,7.29,1.57,3.8,6
16,Paris SG,Nice,D,1.36,5,8.5,1.36,5,8.5,1.42,4.2,7.5,1.36,5,8.5,1.38,5.23,9.08,1.4,4.5,8
16,St Etienne,Guingamp,H,2,3.25,4.2,2,3.3,4,1.9,3.3,4,2,3.2,4,2.04,3.32,4.3,2.05,3.1,4
16,Angers,Nantes,A,2.4,3,3.2,2.4,2.95,3.4,2.2,3.1,3.3,2.38,2.8,3.5,2.45,2.98,3.61,2.38,2.9,3.4
