Year,Date,HomeTeam,AwayTeam,FTR,1H,1D,1A,2H,2D,2A,3H,3D,3A,4H,4D,4A,5H,5D,5A,6H,6D,6A
10,2/4/2011,Rennes,Auxerre,D,1.7,3.4,5.5,1.65,3.4,5.5,1.65,3.4,5.25,1.7,3.5,4.4,1.67,3.25,4.5,1.65,3.3,5.2
10,2/4/2011,Sochaux,Brest,H,1.95,3.2,4.2,1.95,3.25,3.8,1.95,3.1,4,1.9,3.2,3.9,1.91,3,3.75,1.9,3.1,4
10,2/4/2011,Toulouse,Montpellier,A,2.2,3,3.6,2.2,2.95,3.5,2.1,3.1,3.4,2.1,3.1,3.3,2.1,3,3.2,2.2,3,3.2
10,3/4/2011,Lens,Marseille,A,3.8,3.2,2.05,3.7,3.25,2,3.75,3.1,2,3.7,3.3,1.9,3.6,3.1,1.91,4,3.1,1.9
10,3/4/2011,Nice,Lyon,D,4.75,3.2,1.85,4.25,3.3,1.85,4,3.2,1.9,3.7,3.3,1.9,4,3.2,1.8,4.2,3.1,1.85
10,3/4/2011,St Etienne,Valenciennes,D,2,3.2,4,2,3.2,3.75,2,3.1,3.75,2,3.2,3.4,1.91,3.1,3.6,2,3.1,3.6
10,9/4/2011,Auxerre,St Etienne,D,2.1,3.1,3.75,2.15,3.1,3.4,2.1,3.1,3.5,2,3.1,3.5,2,3,3.5,2.1,3,3.4
10,9/4/2011,Bordeaux,Arles,D,1.29,5,12,1.25,5.25,11,1.25,5,11,1.33,4.6,7.8,1.25,4.5,10,1.25,5,10
10,9/4/2011,Brest,Rennes,H,3.25,3,2.38,3.4,3,2.2,3.2,3,2.25,2.9,3.1,2.3,3,2.88,2.25,3,3,2.3
10,9/4/2011,Caen,Paris SG,A,3.5,3.1,2.2,3.3,3.2,2.15,3.3,3.1,2.15,2.9,3.1,2.3,3.2,3,2.1,3.4,3,2.1
10,9/4/2011,Lorient,Sochaux,D,1.85,3.3,4.5,1.85,3.3,4.25,1.9,3.2,4,1.95,3.3,3.5,1.8,3.25,3.75,1.8,3.25,4.2
10,9/4/2011,Monaco,Lille,H,3.75,3.2,2.05,3.7,3.25,2,3.75,3.1,2,3.5,3.1,2,3.6,3.1,1.91,3.6,3.1,2
10,9/4/2011,Valenciennes,Nancy,D,1.91,3.25,4.2,1.95,3.25,3.9,1.9,3.2,4,2.1,3,3.4,1.91,3.2,3.5,1.91,3.2,3.75
10,10/4/2011,Lyon,Lens,H,1.33,4.5,11,1.35,4.6,8.25,1.35,4.5,8,1.35,4.5,7.3,1.29,4.5,8,1.3,4.5,9
10,10/4/2011,Marseille,Toulouse,D,1.44,4,8,1.5,3.8,6.75,1.45,3.75,7.5,1.45,3.9,6.5,1.4,3.75,7,1.45,3.8,6.75
10,10/4/2011,Montpellier,Nice,D,1.73,3.3,5.5,1.75,3.25,5,1.8,3.2,4.5,1.9,3.2,3.8,1.8,3.1,4,1.75,3.25,4.5
10,16/04/11,Lens,Brest,D,2,3.1,4.1,2,3.1,3.9,2.05,3.1,3.6,2.1,3.2,3.2,2,3,3.4,2.05,3,3.6
10,16/04/11,Lille,Bordeaux,D,1.62,3.6,5.75,1.6,3.45,6,1.6,3.6,5.5,1.7,3.4,4.5,1.57,3.3,5.5,1.6,3.5,5.25
10,16/04/11,Nice,Monaco,H,2.5,3,3,2.4,2.85,3.2,2.5,2.8,3,2.3,3,3,2.38,2.8,2.88,2.4,2.85,3
10,16/04/11,Rennes,Lorient,A,1.91,3.1,4.5,1.91,3.2,4.1,1.9,3.2,4,1.8,3.3,4.2,1.83,3,4,1.85,3.1,4.2
10,16/04/11,Sochaux,Caen,H,1.95,3.2,4.1,2,3.25,3.7,1.95,3.1,4,1.9,3.2,3.8,1.91,3.1,3.6,1.95,3.1,3.75
10,16/04/11,St Etienne,Nancy,H,1.95,3.2,4.1,2,3.25,3.7,2,3.2,3.6,2.1,3.1,3.3,1.91,3,3.75,2,3.1,3.6
10,16/04/11,Toulouse,Auxerre,A,2.1,3,3.9,2.05,3.1,3.7,2.1,3,3.6,2,3.2,3.4,2,3,3.4,2.1,3,3.4
10,17/04/11,Arles,Valenciennes,A,4,3.25,1.95,3.75,3.2,2,3.6,3.2,2,3.4,3.2,2,3.2,3.2,2,3.6,3.1,2
10,17/04/11,Montpellier,Marseille,A,3.5,3,2.25,3.4,3.1,2.15,3.5,2.9,2.2,3.2,3.2,2.1,3,3,2.2,3.3,3,2.15
10,17/04/11,Paris SG,Lyon,H,2.55,3,2.9,2.4,3.2,2.85,2.5,3.15,2.75,2.6,3,2.6,2.4,2.9,2.75,2.5,3,2.7
10,24/04/11,Auxerre,Lens,D,2,3.1,4.2,2,3.1,3.9,2,3.1,3.75,1.9,3.3,3.7,1.91,3.1,3.6,2,3.1,3.6
10,24/04/11,Bordeaux,St Etienne,H,1.91,3.4,4,2,3.2,3.75,1.95,3.2,3.8,2,3.1,3.5,1.91,3,3.75,2,3.1,3.6
10,24/04/11,Brest,Paris SG,D,3.25,3.1,2.3,3.2,3.1,2.25,3.1,3.1,2.25,3.1,3.1,2.2,2.88,3,2.25,3.1,3.1,2.2
10,24/04/11,Caen,Toulouse,D,2.5,3,3,2.45,2.85,3.1,2.4,3,3,2.3,3.1,2.9,2.25,3,2.88,2.4,3,2.85
10,24/04/11,Lorient,Lille,D,3.25,3.1,2.3,3,3.2,2.3,3.2,3,2.25,3.25,3.15,2.1,3,3,2.2,3.1,3.1,2.2
10,24/04/11,Monaco,Rennes,H,2.2,3,3.6,2.15,3,3.5,2.2,3,3.3,2.1,3.1,3.3,2.1,3,3.2,2.2,3.1,3.1
10,24/04/11,Nancy,Arles,D,1.5,3.75,7.5,1.45,4,7,1.5,3.6,7,1.45,3.7,7,1.44,3.6,6.5,1.45,3.75,7
10,24/04/11,Valenciennes,Sochaux,D,2.05,3.1,4,2.05,3.25,3.5,2,3.1,3.75,2,3.2,3.4,2,3,3.4,2.1,3,3.4
10,27/04/11,Lyon,Montpellier,H,1.4,4.33,8.5,1.44,4,7.5,1.4,4,8,1.4,3.9,7.5,1.44,3.75,6,1.4,3.75,8.5
10,27/04/11,Marseille,Nice,H,1.4,4.33,8.5,1.4,4.2,7.75,1.4,4,8,1.4,3.9,7.5,1.4,3.75,7,1.36,4.2,8
10,30/04/11,Lens,Lorient,A,2.4,3,3.2,2.5,3,2.85,2.4,3.1,2.9,2.4,3.2,2.7,2.38,3,2.75,2.4,3.1,2.75
10,30/04/11,Lille,Arles,H,1.14,7.5,17,1.15,6.75,16,1.16,6.5,15,1.2,5.5,12,1.12,6,15,1.12,6.5,17
10,30/04/11,Paris SG,Valenciennes,H,1.5,3.8,7.5,1.5,3.9,6.25,1.57,3.5,6,1.6,3.6,5,1.5,3.5,6,1.5,3.6,6.5
10,30/04/11,Rennes,Bordeaux,D,2.25,3.1,3.4,2.2,3.1,3.3,2.2,3.1,3.25,2.3,3.1,2.9,2.1,3,3.2,2.2,3,3.2
10,30/04/11,Sochaux,Nancy,H,2,3.3,3.8,2,3.3,3.6,2,3.1,3.75,2.1,3.1,3.3,1.91,3.1,3.6,2,3.1,3.6
10,1/5/2011,Marseille,Auxerre,D,1.4,4.33,8.5,1.42,4.1,7.5,1.42,4,7.5,1.4,3.9,7.5,1.36,4,7,1.4,4,6.5
10,1/5/2011,Montpellier,Brest,D,1.95,3.2,4.2,1.95,3.2,3.9,1.95,3.1,4,2,3,3.6,1.91,3,3.75,2,3.1,3.6
10,1/5/2011,Nice,Caen,A,2.05,3.2,3.8,2.05,3.2,3.6,2,3.1,3.75,1.9,3.2,3.8,2,3,3.4,2.05,3.1,3.4
10,1/5/2011,St Etienne,Monaco,D,2.1,3.1,3.75,2.15,3,3.5,2.1,3,3.6,2.2,3.1,3.1,2.1,3,3.2,2.1,3.1,3.3
10,1/5/2011,Toulouse,Lyon,H,4.1,3.1,2,3.9,3.25,1.95,3.75,3.1,2,3.3,3.2,2.05,3.6,3.1,1.91,3.6,3.2,1.95
10,7/5/2011,Arles,St Etienne,A,4.2,3.25,1.91,4,3.3,1.91,4,3.2,1.9,3.8,3.4,1.85,3.75,3.2,1.83,3.75,3.25,1.9
10,7/5/2011,Auxerre,Montpellier,H,2.2,3,3.6,2.2,3,3.4,2.15,3,3.4,1.95,3.1,3.7,2.1,3,3.2,2.1,3.1,3.3
10,7/5/2011,Bordeaux,Sochaux,A,1.75,3.4,5,1.8,3.4,4.33,1.8,3.2,4.5,1.8,3.25,4.2,1.8,3.2,4,1.75,3.4,4.2
10,7/5/2011,Brest,Nice,D,2,3,4.33,2.1,3.1,3.6,2.15,3,3.4,2.1,3.05,3.35,2.1,3,3.2,2.1,3,3.4
10,7/5/2011,Caen,Lens,D,2.1,3.1,3.8,2.1,3.1,3.6,2.15,3,3.4,1.9,3.3,3.7,2.1,3,3.2,2.1,3,3.8
10,7/5/2011,Lorient,Toulouse,D,2,3.2,4,2,3.1,3.9,2,3.1,3.75,2.1,3.1,3.3,1.91,3.1,3.6,2,3.1,3.6
10,7/5/2011,Monaco,Paris SG,D,3.25,3,2.38,3,3.1,2.35,3,3,2.4,2.7,3.2,2.4,2.8,3,2.3,2.75,3.1,2.4
10,7/5/2011,Nancy,Lille,A,4,3.2,2,3.8,3.3,1.95,3.75,3.2,1.95,3.3,3.3,2,3.75,3.2,1.83,3.8,3.2,1.9
10,8/5/2011,Lyon,Marseille,H,2.25,3.2,3.25,2.25,3.2,3.1,2.25,3.1,3.1,2.2,3.2,3,2.2,2.88,3.1,2.2,3.1,3.1
10,8/5/2011,Valenciennes,Rennes,H,2.4,3,3.2,2.4,2.95,3.1,2.4,3,3,2.3,3.1,2.9,2.38,3,2.7,2.4,2.9,2.95
10,10/5/2011,Paris SG,Nancy,D,1.44,4.2,7.5,1.5,3.8,6.5,1.45,3.75,7.5,1.45,3.9,6.5,1.44,3.75,6,1.45,3.75,7
10,10/5/2011,St Etienne,Lille,A,3.6,3.2,2.1,3.7,3.1,2.05,3.5,3.1,2.1,3.2,3.2,2.1,3,3.2,2.1,3.3,3.1,2.1
10,11/5/2011,Auxerre,Lyon,H,3.4,3.2,2.2,3.4,3,2.2,3.4,3,2.2,3.1,3.1,2.2,3.2,3,2.1,3.3,3.1,2.1
10,11/5/2011,Lens,Bordeaux,H,2.6,3.2,2.7,2.6,3.2,2.6,2.6,3.2,2.6,2.65,3.3,2.4,2.6,3,2.5,2.6,3,2.6
10,11/5/2011,Marseille,Brest,H,1.36,4.5,9,1.35,4.35,9,1.33,4.5,9,1.33,4.6,7.8,1.36,4,7,1.33,4.2,9
10,11/5/2011,Montpellier,Lorient,H,2.4,3,3.2,2.45,3.05,2.9,2.4,3,3,2.3,2.9,3.1,2.25,3,2.88,2.4,2.85,3
10,11/5/2011,Nice,Arles,H,1.4,4.33,8.5,1.42,3.9,8.05,1.4,4,8,1.4,3.9,7.5,1.36,4,7,1.35,4,9
10,11/5/2011,Rennes,Caen,D,1.85,3.4,4.33,1.95,3.2,3.9,1.9,3.2,4,1.85,3.4,3.8,1.73,3.2,4.33,1.9,3.1,4
10,11/5/2011,Sochaux,Monaco,H,2.1,3.2,3.6,2.15,3.05,3.45,2.1,3,3.6,1.9,3.3,3.7,2,3.2,3.2,2.05,3.1,3.4
10,11/5/2011,Toulouse,Valenciennes,D,2.05,3.25,3.75,2.15,2.75,3.95,2.05,3,3.75,2.1,2.9,3.5,1.91,3,3.75,2.1,2.8,3.75
10,15/05/11,Arles,Toulouse,H,4.5,3.4,1.83,4.5,3.3,1.8,4,3.3,1.85,4,3.4,1.8,4,3.2,1.8,5,2.9,1.8
10,15/05/11,Caen,Montpellier,H,2,3.3,3.75,2.05,3.25,3.5,2.05,3.25,3.4,1.8,3.2,4.2,2,3,3.5,1.9,3.2,3.8
10,15/05/11,Lorient,Marseille,D,3.6,3.3,2.05,3.7,3.25,2,3.3,3.2,2.1,4,3.4,1.8,3.2,3,2.1,3.5,3.2,2
10,15/05/11,Monaco,Lens,D,1.83,3.4,4.5,1.83,3.4,4.2,1.8,3.3,4.33,1.85,3.4,3.8,1.73,3.2,4.33,1.8,3.25,4.2
10,15/05/11,Nancy,Nice,H,1.95,3.3,4,1.91,3.2,4.1,1.95,3.1,4,2,3.2,3.4,2,3,3.5,1.9,3.1,4
10,15/05/11,St Etienne,Rennes,A,2.25,3,3.5,2.25,3,3.3,2.2,3.1,3.2,2.2,3.2,3,2.1,2.88,3.3,2.25,3,3.1
10,15/05/11,Valenciennes,Auxerre,D,2.1,3,3.9,2.15,2.85,3.8,2.1,3.1,3.4,2.1,3,3.4,2.1,2.88,3.3,2,2.85,4
10,16/05/11,Brest,Lyon,D,3.8,3.3,2,3.9,3.25,1.95,3.6,3.2,2,3.8,3.4,1.85,3.5,3,2,3.75,3.25,1.9
10,18/05/11,Bordeaux,Paris SG,H,2.75,3.2,2.6,2.6,3.2,2.6,2.6,3.1,2.6,2.55,3.1,2.55,2.5,3.2,2.5,2.5,3,2.7
10,18/05/11,Lille,Sochaux,H,1.36,4.5,9,1.4,4.33,3.6,1.4,4.2,7.5,1.3,5,8,1.36,4,7,1.33,4.33,8.5
10,21/05/11,Auxerre,Brest,A,2.3,3,3.4,2.3,2.95,3.25,2.2,3,3.3,2.1,3.2,3.2,2.1,3.1,3.2,2.25,2.85,3.3
10,21/05/11,Lens,Arles,A,1.62,3.5,5.25,1.57,3.6,6,1.6,3.5,5.5,1.65,3.5,4.6,1.5,3.6,5.5,1.55,3.6,5.5
10,21/05/11,Lyon,Caen,D,1.4,4.5,7.5,1.33,4.9,8,1.35,4.5,8,1.33,4.6,7.8,1.3,4.33,8,1.33,4.5,8
10,21/05/11,Marseille,Valenciennes,D,1.44,4.33,7,1.42,4.5,6.5,1.35,4.5,8,1.37,4.3,7.2,1.33,4.33,7,1.35,4.33,7.5
10,21/05/11,Montpellier,Monaco,A,3.1,3.25,2.3,2.85,3.2,2.4,2.9,3.2,2.3,2.8,3.1,2.4,2.75,3.2,2.25,2.9,3.1,2.3
10,21/05/11,Nice,Lorient,H,1.75,3.4,5,1.75,3.4,4.6,1.75,3.4,4.5,1.55,3.7,5.4,1.73,3.2,4.33,1.7,3.4,4.5
10,21/05/11,Paris SG,Lille,D,2.2,3.25,3.25,2.25,3.2,3.1,2.2,3.1,3.2,2.4,3.1,2.8,2.2,3,3,2.25,3,3.1
10,21/05/11,Rennes,Nancy,A,1.91,3.3,4.2,1.88,3.3,4.1,1.9,3.2,4,1.9,3.3,3.7,1.73,3.4,4,1.85,3.1,4.2
10,21/05/11,Sochaux,St Etienne,H,1.95,3.3,4,1.95,3.4,3.7,1.95,3.2,3.75,1.8,3.25,4.2,1.8,3.3,3.75,1.95,3.2,3.6
10,21/05/11,Toulouse,Bordeaux,H,2.25,3.2,3.25,2.25,3.1,3.2,2.2,3,3.3,2.2,3,3.2,2.2,3,3,2.2,2.9,3.3
10,29/05/11,Arles,Sochaux,A,4.75,3.5,1.75,4.33,3.6,1.75,4.5,3.4,1.75,3.9,3.3,1.85,3.75,3.3,1.8,4.33,3.4,1.73
10,29/05/11,Bordeaux,Montpellier,H,1.91,3.3,4.1,1.88,3.35,4,1.9,3.2,4,1.85,3.1,4.2,1.8,3.3,3.75,1.9,3.2,3.8
10,29/05/11,Brest,Toulouse,A,2,3.1,4.1,2.05,3.05,3.75,2,3,4,2.1,2.4,4,2,2.88,3.6,1.95,2.85,4.2
10,29/05/11,Caen,Marseille,D,2.1,3.25,3.5,2.1,3.4,3.25,2.1,3.25,3.25,2.1,3.1,3.3,2,3.2,3.2,2.05,3.2,3.3
10,29/05/11,Lille,Rennes,H,1.8,3.4,4.6,1.72,3.5,4.6,1.75,3.4,4.5,1.9,3.3,3.7,1.73,3.4,4,1.7,3.4,4.5
10,29/05/11,Lorient,Auxerre,A,2.4,3,3.2,2.45,2.9,3.05,2.35,2.9,3.1,2.3,2.5,3.5,2.38,2.88,2.8,2.3,2.85,3.2
10,29/05/11,Monaco,Lyon,A,3,3.2,2.4,3,3,2.4,2.9,3,2.4,2.9,3,2.4,2.75,3,2.38,2.75,3.1,2.4
10,29/05/11,Nancy,Lens,H,1.4,4.2,9,1.42,4.33,6.75,1.4,4,8,1.45,4,6,1.33,4.33,7,1.33,4.33,8.5
10,29/05/11,St Etienne,Paris SG,D,4.75,3.5,1.75,4.5,3.6,1.72,4.5,3.4,1.75,4,3.4,1.8,4,3.4,1.73,4.5,3.4,1.7
10,29/05/11,Valenciennes,Nice,H,1.91,3.1,4.5,1.88,3.15,4.25,1.9,3.1,4.2,1.9,2.7,4.5,1.83,3.2,3.75,1.9,3.1,4
