Year,HomeTeam,AwayTeam,FTR,1H,1D,1A,2H,2D,2A,3H,3D,3A,4H,4D,4A,5H,5D,5A,6H,6D,6A
15,Bastia,Guingamp,H,2.3,3,3.4,2.4,3,3.1,2.2,3.1,3.3,2.3,2.8,3.2,2.44,3.05,3.48,2.4,2.9,3.4
15,Lyon,Rennes,A,1.57,3.75,7,1.57,3.75,6,1.6,3.6,5.6,1.57,3.5,5.75,1.62,3.88,6.65,1.62,3.5,6.5
15,Nantes,Reims,H,2.2,3.1,3.6,2.2,3,3.5,2.1,3.15,3.45,2.1,2.9,3.6,2.29,3.12,3.73,2.2,3,3.75
15,Nice,Caen,H,2.2,3.3,3.4,2.3,3.4,3.2,2.3,3.1,3.1,2.15,3.1,3.2,2.28,3.37,3.46,2.3,3.2,3.2
15,Toulouse,Monaco,D,3.1,3.1,2.5,3.1,3.25,2.55,2.9,3.15,2.4,2.9,2.9,2.4,3.06,3.22,2.58,3,3.1,2.5
15,Lille,Bordeaux,D,2.1,3.2,3.8,2.15,3.1,3.5,2.2,3.1,3.3,2,3,3.75,2.11,3.28,4.06,2.15,3,3.8
15,Lorient,St Etienne,A,2.63,3,3,2.65,3,2.8,2.6,3.2,2.6,2.5,2.8,2.8,2.67,3.08,3.07,2.62,3,2.9
15,Marseille,Troyes,H,1.62,3.8,6,1.67,3.9,6,1.55,3.7,6,1.62,3.5,5.25,1.65,3.91,6.07,1.67,3.6,5.5
15,Guingamp,Marseille,H,4,3.3,2,3.6,3.3,2.05,3.75,3.2,2,3.75,3.3,2.05,4.25,3.34,2.06,3.8,3.25,2.05
15,Angers,Nice,D,2.3,3.1,3.4,2.3,3.1,3.2,2.2,3.1,3.3,2.2,2.9,3.3,2.29,3.18,3.64,2.25,3,3.5
15,Caen,Lyon,A,3.3,3.3,2.25,3.3,3.1,2.25,3.1,3.1,2.3,3.1,3.2,2.15,3.47,3.42,2.25,3.4,3.1,2.25
15,Lille,Ajaccio GFCO,H,1.4,4,10,1.5,4,6.5,1.5,3.9,6.3,1.4,3.75,8.5,1.48,4.11,9.5,1.44,3.8,9
15,Reims,Lorient,H,2.25,3.1,3.5,2.25,3.2,3.2,2.2,3.1,3.3,2.2,3,3.25,2.32,3.28,3.47,2.3,3,3.4
15,Rennes,Toulouse,H,2.15,3.25,3.6,2.2,3.25,3.2,2.1,3.15,3.45,2.15,3,3.3,2.23,3.25,3.72,2.2,3,3.6
15,Troyes,Montpellier,D,2.5,3.1,3,2.5,3.25,2.75,2.5,3.1,2.8,2.38,2.9,2.9,2.45,3.25,3.24,2.5,2.88,3.2
15,Bordeaux,Nantes,H,2,3.25,4.2,2,3.1,4,1.9,3.35,3.9,1.91,2.9,4.2,2.07,3.17,4.41,2.05,2.88,4.5
15,Monaco,Paris SG,A,4.2,3.25,2,3.75,3.3,2,3.75,3.2,2,4,3.1,1.91,4.31,3.36,2.02,4.2,3.1,2
15,St Etienne,Bastia,H,1.73,3.4,5.75,1.73,3.5,5,1.65,3.5,5.3,1.62,3.3,6,1.7,3.59,6.36,1.73,3.2,6
15,Paris SG,Bordeaux,D,1.25,5.75,13,1.25,6,12,1.25,5.5,10.3,1.25,5.5,13,1.28,5.96,13.94,1.22,6,13
15,Lorient,Angers,H,1.91,3.3,4.5,1.95,3.25,4,2.1,3.15,3.45,1.95,3.1,4.33,2,3.31,4.48,1.95,3.1,4.5
15,Lyon,Lille,D,1.83,3.4,4.75,1.83,3.4,4.75,1.85,3.4,4.1,1.8,3.25,5,1.83,3.49,5.17,1.85,3.1,5
15,Montpellier,St Etienne,A,2.5,3.1,3.1,2.7,2.95,3,2.6,3.2,2.6,2.62,2.9,2.9,2.85,3.1,2.88,2.7,2.9,2.9
15,Nice,Guingamp,A,2.25,3.1,3.5,2.25,3.1,3.3,2,3.2,3.75,2.2,3,3.5,2.25,3.29,3.68,2.3,3,3.4
15,Toulouse,Reims,D,2,3.5,3.75,2.05,3.2,3.7,2.1,3.15,3.45,1.95,3.25,4,2.02,3.53,4.05,2.05,3.1,4
15,Troyes,Caen,A,2.25,3.2,3.4,2.3,3.1,3.25,2.25,3.1,3.2,2.3,3.1,3.25,2.35,3.35,3.33,2.3,3.1,3.3
15,Ajaccio GFCO,Monaco,A,4.5,3.3,1.91,4.6,3.3,1.91,3.45,3.15,2.1,4.5,3.1,1.91,4.61,3.32,1.99,4.5,3.1,1.95
15,Marseille,Bastia,H,1.44,4.2,8.5,1.5,4,7.25,1.45,4,7,1.5,3.8,7,1.5,4.27,7.99,1.53,3.6,7.5
15,Nantes,Rennes,A,2.6,2.88,3.1,2.7,2.9,3,2.5,3.1,2.8,2.62,2.8,3,2.69,3,3.17,2.75,2.75,3
15,Rennes,Lille,D,2.38,3,3.4,2.4,3,3.1,2.4,3.1,2.95,2.38,3.1,3.4,2.45,3.12,3.42,2.45,2.88,3.3
15,Angers,Troyes,H,2.1,3.1,4,2.1,3,3.8,2.1,3.15,3.45,2,3.1,3.8,2.06,3.32,4.18,2.1,3.2,3.75
15,Bastia,Nice,A,2.25,3.1,3.5,2.25,3.1,3.25,2.1,3.15,3.45,2.2,3,3.4,2.3,3.23,3.56,2.3,3.1,3.3
15,Caen,Montpellier,H,2.15,3.1,3.75,2.15,3.1,3.6,2.1,3.15,3.45,2.15,3.25,3.3,2.22,3.43,3.53,2.2,3.2,3.4
15,Guingamp,Ajaccio GFCO,H,1.85,3.3,4.75,1.78,3.5,5,1.9,3.25,4,1.85,3.2,4.5,1.92,3.32,4.94,1.85,3.2,4.8
15,Reims,Paris SG,D,8,4.75,1.4,8.5,4.75,1.4,7,4,1.45,7.5,4.33,1.4,8.95,4.75,1.43,8,4.5,1.4
15,Bordeaux,Toulouse,D,2.1,3.1,4,2.1,3.1,3.75,2,3.2,3.75,2.05,3.25,3.6,2.09,3.42,3.93,2.15,3.1,3.6
15,Marseille,Lyon,D,2.05,3.3,3.8,2.1,3.5,3.6,2.2,3.1,3.3,2,3.4,3.6,2.11,3.56,3.76,2.15,3.3,3.4
15,Monaco,Lorient,A,1.7,3.6,5.5,1.7,3.75,5.5,1.57,3.7,5.8,1.65,3.6,5.25,1.68,3.87,5.81,1.7,3.5,5.5
15,St Etienne,Nantes,H,1.67,3.5,6,1.72,3.5,5.75,1.75,3.4,4.65,1.67,3.3,6,1.69,3.59,6.59,1.73,3.2,6
15,Angers,Reims,D,2.5,3,3.2,2.55,3,2.9,2.4,3.15,2.9,2.4,2.9,3.2,2.48,3.1,3.33,2.45,3,3.1
15,Paris SG,Guingamp,H,1.2,6.5,17,1.2,6.75,14,1.2,5.8,13,1.2,6,17,1.21,6.81,18.34,1.2,6,17
15,Ajaccio GFCO,Rennes,D,3.5,3,2.3,3.6,2.95,2.3,3.1,3.1,2.3,3.4,2.9,2.3,3.67,3.04,2.36,3.2,3,2.4
15,Lorient,Caen,H,2.2,3.2,3.5,2.2,3.1,3.4,2.2,3.1,3.3,2.15,3.25,3.4,2.29,3.37,3.42,2.2,3.1,3.5
15,Lyon,Bastia,H,1.5,4,7.5,1.5,3.9,7.75,1.6,3.6,5.6,1.44,4,7.5,1.47,4.49,8.27,1.5,4,7
15,Nice,Bordeaux,H,2.7,3,2.88,2.6,3,3,2.5,3.1,2.8,2.62,3,2.75,2.75,3.22,2.85,2.7,2.9,2.88
15,Toulouse,Marseille,D,2.9,3.1,2.6,2.8,3.25,2.6,2.9,3.15,2.4,2.7,3.25,2.5,2.87,3.38,2.62,2.75,3.2,2.6
15,Troyes,St Etienne,A,3.4,3.1,2.3,3.3,3.1,2.35,3.1,3.1,2.3,3.4,3.1,2.2,3.67,3.22,2.26,3.3,3,2.38
15,Montpellier,Monaco,A,3.2,3.1,2.4,3.1,3.1,2.5,2.9,3.15,2.4,3,3,2.4,3.24,3.13,2.49,3.2,3,2.4
15,Reims,Lille,H,2.7,3.1,2.8,2.7,3,2.7,2.7,3,2.7,2.75,3,2.8,2.85,3.12,2.87,2.7,3,2.8
15,Bastia,Toulouse,H,2.88,3.1,2.63,2.75,3,2.75,2.7,3,2.7,2.8,3,2.62,3.03,3.16,2.68,2.8,3,2.7
15,Bordeaux,Lyon,H,2.75,3,2.8,2.75,3,2.8,2.7,3.1,2.6,2.7,3,2.75,2.8,3.16,2.85,2.7,3,2.8
15,Caen,Ajaccio GFCO,H,1.75,3.6,5,1.75,3.5,4.6,1.8,3.4,4.35,1.75,3.4,4.75,1.8,3.59,5.23,1.75,3.5,5
15,Nantes,Paris SG,A,10,4.33,1.4,8.75,4,1.45,7,4,1.45,9,4.2,1.4,10.71,4.44,1.41,8,4.2,1.44
15,Rennes,Troyes,D,1.73,3.5,5.5,1.8,3.5,5,1.75,3.4,4.65,1.7,3.3,5.5,1.76,3.55,5.72,1.8,3.3,5
15,Guingamp,Monaco,D,3.25,3.1,2.38,3.4,3.1,2.3,3.3,3.1,2.2,3.3,3,2.3,3.42,3.1,2.44,3.3,3,2.38
15,Marseille,Angers,A,1.4,4.5,8.5,1.45,4.2,8,1.45,4,7,1.4,4.2,8.5,1.44,4.5,9.1,1.44,4.2,8
15,Montpellier,Lorient,H,2.2,3.25,3.5,2.2,3.2,3.3,2.2,3.1,3.3,2.2,3.1,3.4,2.26,3.25,3.64,2.25,3.1,3.4
15,St Etienne,Nice,A,1.73,3.6,5.25,1.75,3.4,5.5,1.65,3.5,5.3,1.67,3.5,5.25,1.71,3.74,5.72,1.75,3.3,5.5
15,Lille,Nantes,A,1.85,3.2,5,1.87,3.1,4.6,1.85,3.25,4.4,1.83,3.1,5,1.85,3.32,5.43,1.83,3.2,5
15,Lille,Montpellier,H,2,3.1,4.33,2,3,4.25,2,3.1,3.9,2.05,3.1,4.33,2.06,3.28,4.33,2.05,3.1,4
15,Ajaccio GFCO,Toulouse,D,3.1,3.2,2.4,3,3.2,2.5,2.8,3.1,2.5,3,3.1,2.4,3.16,3.28,2.48,2.9,3.1,2.5
15,Angers,Bastia,H,2.1,3.1,4,2.15,3.1,3.5,2.1,3.15,3.45,2.1,3.1,3.6,2.17,3.24,3.92,2.2,3.1,3.5
15,Lyon,Reims,H,1.62,3.75,6,1.62,3.8,5.75,1.65,3.5,5.3,1.57,3.8,6,1.59,4.13,6.47,1.65,4,5
15,Troyes,Guingamp,A,2.63,3.1,2.88,2.65,3,2.8,2.6,3.1,2.7,2.7,3.1,2.62,2.72,3.26,2.85,2.7,3.1,2.7
15,Caen,St Etienne,H,2.45,3.2,2.88,2.55,3.1,3,2.65,3.1,2.65,2.4,3.2,2.9,2.61,3.31,2.98,2.5,3.1,2.9
15,Lorient,Bordeaux,H,2.6,3.2,2.8,2.6,3.1,2.75,2.5,3.1,2.8,2.5,3.1,2.75,2.61,3.33,2.93,2.7,3.1,2.7
15,Monaco,Rennes,D,1.85,3.4,4.75,1.91,3.4,4.25,1.9,3.25,4.1,1.83,3.25,4.5,1.87,3.49,4.92,1.91,3.2,4.33
15,Paris SG,Marseille,H,1.33,5,10,1.37,5,10,1.4,4.3,7.5,1.36,4.75,9,1.36,5.24,10.39,1.4,4.2,9
15,Monaco,Lyon,D,2.55,3.2,2.9,2.65,3,3.05,2.4,3.1,2.95,2.5,3,2.88,2.72,3.22,2.93,2.45,3.25,2.9
15,Bastia,Paris SG,A,10,5,1.33,9.5,4.75,1.33,7.5,4.6,1.37,10,4.75,1.33,10.76,5.15,1.35,8,4.5,1.4
15,Guingamp,Lille,D,2.6,3.1,2.9,2.7,3,2.8,2.6,3.1,2.7,2.62,2.9,2.88,2.73,3.1,2.98,2.7,3,2.8
15,Nantes,Troyes,H,1.95,3.3,4.2,1.95,3.2,4.1,1.9,3.3,4,1.85,3.2,4.5,1.97,3.35,4.57,1.91,3.2,4.5
15,Reims,Caen,A,2.5,3.2,2.9,2.5,3.1,2.9,2.3,3.1,3.1,2.5,3.1,2.8,2.68,3.26,2.9,2.5,3.2,3
15,St Etienne,Ajaccio GFCO,H,1.5,3.8,8,1.5,3.8,7,1.5,3.9,6.3,1.5,3.8,7.5,1.48,4.23,8.77,1.53,3.6,8
15,Toulouse,Angers,A,2.05,3.3,3.8,2.1,3.2,3.5,2,3.2,3.75,2.05,3.25,3.6,2.09,3.44,3.92,2.15,3.1,3.6
15,Bordeaux,Montpellier,D,1.75,3.6,5,1.83,3.3,4.5,1.8,3.4,4.35,1.75,3.4,4.75,1.79,3.6,5.27,1.85,3.4,4.5
15,Marseille,Lorient,D,1.57,4,6,1.6,3.8,5.5,1.6,3.6,5.6,1.55,4,6,1.57,4.31,6.4,1.62,3.6,6
15,Rennes,Nice,A,2.1,3.25,3.75,2.2,3.1,3.4,2.1,3.15,3.45,2.1,3.25,3.6,2.13,3.39,3.84,2.15,3.2,3.6
15,Caen,Nantes,A,1.91,3.3,4.5,1.95,3.25,4.1,2,3.2,3.75,1.91,3.1,4.33,1.96,3.34,4.71,2,3.1,4.2
15,Lyon,Toulouse,H,1.73,3.6,5.25,1.75,3.6,5,1.65,3.5,5.3,1.75,3.5,4.75,1.79,3.73,5.18,1.73,3.6,4.8
15,Ajaccio GFCO,Nice,H,3.4,3.3,2.2,3.7,3.3,2.15,3.2,3.2,2.2,3.5,3.25,2.1,3.84,3.37,2.14,3.5,3.1,2.2
15,Angers,Guingamp,D,2.4,3,3.3,2.45,3,3.3,2.3,3.1,3.1,2.4,2.9,3.2,2.53,3.04,3.32,2.62,3.1,2.75
15,Lorient,Rennes,D,2.4,3.1,3.2,2.4,3.1,3,2.3,3.1,3.1,2.4,3.1,3.1,2.5,3.24,3.21,2.5,3.1,2.9
15,Montpellier,Bastia,H,1.95,3.3,4.2,1.95,3.2,4.1,1.9,3.35,3.9,1.85,3.25,4.33,1.96,3.41,4.51,2,3.1,4.2
15,Bordeaux,Troyes,H,1.5,3.8,7.5,1.57,3.7,6.25,1.6,3.6,5.6,1.53,3.8,6,1.56,4.28,6.87,1.55,4,6
15,Lille,Marseille,A,2.6,3.1,2.9,2.7,3.2,2.8,2.6,3.05,2.75,2.62,3,2.8,2.61,3.18,3.05,2.7,3.1,2.7
15,Paris SG,St Etienne,H,1.25,6,12,1.28,5.5,12.5,1.3,5,9,1.25,5.5,13,1.28,6,13.78,1.3,5,11
15,Reims,Monaco,A,3,3.1,2.5,3.2,3.1,2.4,2.8,3.1,2.5,3,3.1,2.4,3.01,3.21,2.66,3.1,3.1,2.4
15,Rennes,Paris SG,A,7.5,4,1.5,7,3.9,1.5,7,4,1.45,6.5,3.8,1.5,7.25,4.17,1.56,7,4,1.5
15,Ajaccio GFCO,Bordeaux,H,4.2,3.4,1.95,4,3.25,1.95,3.9,3.35,1.9,4.33,3.4,1.85,4.47,3.52,1.93,4.2,3.25,1.95
15,Bastia,Caen,H,2.9,3.1,2.6,2.85,3.2,2.65,2.6,3.2,2.6,2.9,3,2.5,3.13,3.16,2.57,2.9,3,2.62
15,Guingamp,Lorient,D,2,3.3,4,2.05,3.2,3.7,2.1,3.15,3.45,1.95,3.3,3.8,2.07,3.47,3.96,2.05,3.2,3.8
15,St Etienne,Reims,H,1.62,3.8,6,1.62,3.7,5.5,1.6,3.6,5.6,1.6,3.8,5.75,1.62,4.07,6.15,1.67,3.6,5.5
15,Toulouse,Montpellier,D,2.1,3.25,3.75,2.2,3.2,3.3,2.2,3.1,3.3,2.1,3.1,3.6,2.2,3.28,3.76,2.2,3.1,3.5
15,Troyes,Lyon,A,5.5,3.6,1.7,4.75,3.6,1.72,4.85,3.5,1.7,5.25,3.5,1.67,5.75,3.59,1.75,5.5,3.3,1.73
15,Monaco,Angers,H,1.6,3.75,6.5,1.62,3.6,5.75,1.7,3.5,4.85,1.57,3.6,6,1.61,3.85,6.92,1.62,3.5,6.5
15,Nantes,Marseille,A,4,3.1,2.1,3.5,3.2,2.1,3.45,3.15,2.1,3.8,3.1,2.05,4.15,3.3,2.08,3.8,3,2.15
15,Nice,Lille,D,2.38,3.2,3.2,2.4,3.1,3,2.2,3.2,3.2,2.3,3.1,3.25,2.35,3.27,3.42,2.4,3,3.2
15,Nice,Nantes,A,2,3.25,4.2,2,3.25,3.75,2.1,3.15,3.45,2,3.2,4,2,3.39,4.36,1.95,3.25,4.2
15,Angers,Rennes,A,2.88,3,2.7,2.75,2.9,2.75,2.6,3.1,2.7,2.9,2.9,2.7,2.89,3,2.89,2.8,3,2.7
15,Caen,Guingamp,H,2.2,3.2,3.5,2.15,3.1,3.5,2.2,3.1,3.3,2.15,3.1,3.6,2.2,3.26,3.79,2.2,3.2,3.4
15,Lille,Bastia,D,1.67,3.5,6,1.67,3.4,5.5,1.65,3.5,5.3,1.67,3.5,5.5,1.71,3.64,6,1.73,3.3,5.5
15,Lorient,Troyes,H,1.67,3.75,5.5,1.67,3.4,5.5,1.65,3.5,5.3,1.65,3.6,5.5,1.67,3.89,5.92,1.73,3.3,5.5
15,Montpellier,Nantes,H,2.2,3.1,3.6,2.25,3,3.4,2.2,3.1,3.3,2.2,3,3.6,2.27,3.14,3.76,2.3,3.1,3.25
15,Paris SG,Toulouse,H,1.18,7,17,1.18,6.75,13,1.22,5.5,12,1.2,6.5,15,1.19,7.8,18.52,1.2,6,15
15,Reims,Ajaccio GFCO,A,1.91,3.2,4.75,1.83,3.4,4.33,1.85,3.4,4.1,1.91,3.1,4.5,1.94,3.31,4.77,1.95,3.2,4.2
15,Bordeaux,Monaco,H,2.3,3.1,3.4,2.4,3.2,3.25,2.4,3.15,2.9,2.3,3.1,3.2,2.42,3.22,3.33,2.4,3.1,3.1
15,Lyon,St Etienne,H,1.95,3.5,4,1.95,3.4,4,1.9,3.35,3.9,1.91,3.5,4,1.97,3.66,4.07,1.95,3.2,4.2
15,Marseille,Nice,A,1.67,4,5,1.7,3.75,4.75,1.75,3.4,4.65,1.67,3.8,4.75,1.7,4.08,5.16,1.73,3.8,4.6
15,Nice,Lyon,H,3.4,3.4,2.15,3.4,3.2,2.25,3.3,3.1,2.2,3.4,3.3,2.15,3.64,3.48,2.18,3.3,3.3,2.2
15,Guingamp,Toulouse,H,2.1,3.4,3.6,2,3.5,3.75,2,3.2,3.75,2.05,3.3,3.6,2.14,3.44,3.76,2.1,3.2,3.75
15,Lorient,Paris SG,A,7.5,4.5,1.44,8,4.6,1.45,6.3,3.9,1.5,6.5,4.33,1.44,7.58,4.52,1.49,8,4.2,1.44
15,Monaco,Nantes,H,1.7,3.6,5.5,1.7,3.7,5.25,1.7,3.5,4.85,1.7,3.5,5.25,1.76,3.68,5.43,1.75,3.5,5
15,Montpellier,Reims,H,2.1,3.25,3.75,2.1,3.2,3.5,2.1,3.15,3.45,2.05,3.2,3.8,2.09,3.38,3.98,2.1,3.1,3.8
15,Troyes,Lille,D,3.6,3.2,2.15,3.4,3.2,2.15,3.3,3.1,2.2,3.5,3.1,2.2,3.83,3.28,2.18,3.4,3.1,2.25
15,Bastia,Ajaccio GFCO,A,2.1,3.2,3.8,2,3.25,4.1,2.1,3.15,3.45,2.05,3.1,3.8,2.12,3.2,4.16,2.1,3,4
15,Caen,Angers,D,1.8,3.4,5,1.85,3.2,4.6,1.9,3.35,3.9,1.8,3.2,5,1.85,3.33,5.34,1.91,3.2,4.5
15,Rennes,Bordeaux,D,2.3,3.2,3.3,2.3,3,3.3,2.3,3.1,3.1,2.3,3.1,3.2,2.39,3.27,3.33,2.4,3.1,3.1
15,St Etienne,Marseille,A,2.45,3.25,3,2.5,3.1,3.1,2.3,3.1,3.1,2.4,3.2,3,2.43,3.35,3.18,2.5,3.1,3
15,Lyon,Montpellier,A,1.57,3.8,6.5,1.57,4,6,1.6,3.6,5.6,1.57,3.8,6.5,1.58,4.1,7.02,1.55,4,6
15,Ajaccio GFCO,Lorient,D,2.8,3.2,2.6,2.8,3.2,2.5,2.7,3.1,2.6,2.7,3.1,2.62,2.79,3.29,2.76,2.7,3.1,2.7
15,Angers,Lille,H,2.9,2.9,2.8,2.85,2.85,2.7,2.8,3.1,2.5,2.9,2.8,2.8,2.94,2.9,2.94,2.9,2.9,2.7
15,Nantes,Bastia,D,1.91,3.2,4.75,1.91,3.25,4.4,1.85,3.4,4.1,1.85,3.1,4.75,1.93,3.28,4.93,1.95,3.1,4.5
15,Paris SG,Troyes,H,1.08,10,34,1.1,9.75,26,1.12,8,16,1.09,11,29,1.1,11.5,33.5,1.1,8,34
15,Reims,Rennes,D,3,3,2.6,2.75,3.1,2.6,2.9,3.15,2.4,2.9,3,2.5,2.95,3.15,2.71,2.9,3,2.62
15,Toulouse,Nice,H,2.38,3.4,3,2.4,3.3,2.85,2.4,3.15,2.9,2.4,3.25,2.9,2.5,3.4,3.02,2.5,3.2,2.9
15,Bordeaux,Caen,A,1.95,3.5,4,1.95,3.3,4.1,2,3.2,3.75,1.91,3.3,4,1.97,3.51,4.3,1.95,3.25,4.2
15,Marseille,Monaco,D,1.95,3.5,4,2,3.3,4,2.1,3.15,3.45,1.95,3.4,4,1.98,3.58,4.17,2,3.4,3.8
15,St Etienne,Guingamp,H,1.83,3.3,5,1.8,3.4,5,1.7,3.5,4.85,1.85,3.3,4.5,1.91,3.39,4.85,1.83,3.2,5
15,Angers,Paris SG,D,10,5,1.33,10,5,1.33,8.3,4.8,1.33,10,4.75,1.35,11.96,5.02,1.36,11,4.5,1.33
15,Lorient,Nice,D,2.25,3.3,3.3,2.3,3.3,3,2.2,3.1,3.3,2.15,3.3,3.3,2.24,3.48,3.49,2.25,3.2,3.3
15,Nantes,Lyon,D,3.6,3.25,2.15,3.5,3.25,2.2,3.3,3.1,2.2,3.6,3.2,2.1,3.73,3.32,2.22,3.6,3.2,2.15
15,Bastia,Bordeaux,H,3,3.2,2.5,2.85,3.1,2.55,2.8,3.1,2.5,3,3.1,2.4,3.18,3.2,2.51,3,3.1,2.45
15,Guingamp,Reims,A,1.91,3.3,4.5,1.95,3.3,3.9,2,3.2,3.75,1.85,3.3,4.33,1.93,3.48,4.57,1.91,3.4,4.2
15,Lille,St Etienne,H,2.5,3.1,3.1,2.5,2.9,3.1,2.4,3.1,2.95,2.4,3,3.2,2.5,3.12,3.3,2.5,3,3.1
15,Monaco,Caen,D,1.85,3.5,4.33,1.87,3.4,4.1,1.85,3.4,4.1,1.91,3.3,4,1.97,3.52,4.28,1.85,3.4,4.5
15,Montpellier,Ajaccio GFCO,A,1.83,3.5,4.5,1.9,3.4,4,1.8,3.4,4.35,1.85,3.25,4.75,1.91,3.36,4.92,1.85,3.4,4.5
15,Troyes,Toulouse,A,3,3.3,2.4,2.9,3.1,2.5,2.75,3.1,2.55,2.9,3.2,2.4,3.15,3.32,2.46,3,3.1,2.5
15,Rennes,Marseille,A,3.1,3.1,2.5,2.95,3,2.5,2.8,3.1,2.5,3,3.1,2.4,3.17,3.2,2.52,3,3,2.5
15,Nice,Paris SG,A,6.5,4.33,1.5,6.5,4.33,1.5,6.3,3.9,1.5,6,4.2,1.5,7.12,4.51,1.52,8,4.5,1.4
15,Ajaccio GFCO,Nantes,D,2.5,3,3.1,2.6,3,3,2.5,3,2.9,2.5,2.9,3,2.64,3.05,3.14,2.6,2.9,3
15,Bastia,Monaco,A,3.5,3.3,2.15,3.5,3.2,2.2,2.9,3.15,2.4,3.5,3.1,2.2,3.75,3.23,2.23,3.4,3.1,2.25
15,Caen,Lille,A,2.4,3.1,3.25,2.4,3,3.1,2.5,3.1,2.8,2.4,2.9,3.25,2.45,3.1,3.4,2.4,3.1,3.1
15,Lyon,Angers,A,1.53,3.75,7.5,1.57,4,6,1.65,3.5,5.3,1.57,3.75,6.5,1.6,3.94,6.91,1.6,3.75,6
15,Reims,Troyes,D,1.67,3.75,5.5,1.75,3.6,4.5,1.7,3.5,4.85,1.7,3.6,5,1.75,3.79,5.24,1.8,3.6,4.4
15,Toulouse,Lorient,A,2,3.4,3.8,2.2,3.2,3.3,2.2,3.1,3.3,2.1,3.3,3.6,2.18,3.42,3.64,2.25,3.3,3.2
15,Bordeaux,Guingamp,H,2,3.2,4.2,2.05,3.2,3.7,2,3.2,3.75,1.95,3.2,4,2.09,3.33,4.05,2.05,3.1,4
