Year,HomeTeam,AwayTeam,FTR,1H,1D,1A,2H,2D,2A,3H,3D,3A,4H,4D,4A,5H,5D,5A,6H,6D,6A
9,St Etienne,Boulogne,A,1.75,3.3,5.25,1.65,3.2,5.5,1.75,3.25,4.75,1.75,3.4,4.8,1.73,3.1,4.5,1.65,3.25,5.25
9,Valenciennes,Paris SG,A,3.6,3,2.2,3.45,2.95,2.1,3.3,3,2.2,3.25,3,2.25,3.2,3,2.1,3.2,3,2.2
9,Bordeaux,Nice,H,1.5,3.75,7.5,1.45,3.65,7.25,1.5,3.6,7,1.5,3.7,7,1.44,3.5,7,1.4,4,7
9,Grenoble,Lens,A,2.45,2.9,3.2,2.45,2.85,2.95,2.45,2.85,3,2.4,3,3.05,2.25,2.88,3,2.4,2.9,2.95
9,Lille,Toulouse,D,2,3.1,4.2,2,3,3.7,2,3.1,3.75,2,3.15,3.9,2,2.88,3.6,2,3,3.75
9,Boulogne,Auxerre,D,2.5,2.9,3.1,2.5,3,2.7,2.4,3,3,2.3,3.1,3.1,2.25,2.88,3,2.4,2.9,2.95
9,Lens,Rennes,D,2.6,2.9,3,2.55,2.95,2.7,2.6,2.9,2.8,2.4,3.1,2.95,2.5,2.9,2.6,2.5,2.9,2.8
9,Lorient,Le Mans,H,2.1,3.1,3.8,1.9,3,4.1,2.1,3,3.6,2.2,3.1,3.3,2,3,3.4,2,3,3.75
9,Lyon,Nancy,H,1.36,4.5,10,1.35,4.25,8,1.4,4,8,1.33,4.6,9,1.4,3.75,7,1.3,4.5,9
9,Nice,Montpellier,A,2,3.1,4.2,1.8,3.15,4.35,1.95,3.1,4,2,3.1,3.9,1.91,3,3.75,1.85,3.1,4.2
9,Sochaux,Monaco,H,2.2,3,3.6,2.2,3,3.2,2.15,3,3.4,2.3,3,3.2,2.2,3,3,2.2,3,3.2
9,St Etienne,Grenoble,H,1.73,3.3,5.5,1.75,3.15,4.75,1.7,3.2,5.25,1.75,3.4,4.8,1.67,3.1,5,1.7,3.25,4.8
9,Marseille,Bordeaux,D,2.15,3.2,3.5,2.15,3.1,3.2,2.15,3,3.4,2.1,3.15,3.5,2.1,3,3.2,2.2,3,3.2
9,Paris SG,Lille,H,1.83,3.3,4.75,1.85,3.1,4.25,1.8,3.2,4.5,1.8,3.25,4.5,1.8,3,4.33,1.8,3.2,4.33
9,Toulouse,Valenciennes,A,1.57,3.75,6.5,1.55,3.35,6.45,1.57,3.5,6,1.55,3.5,6.5,1.5,3.5,6,1.53,3.6,6
9,Bordeaux,Grenoble,H,1.29,5,12,1.25,5,10,1.25,5,11,1.27,4.9,11,1.25,4.5,10,1.22,5,12
9,Le Mans,Marseille,A,4.2,3.25,1.91,4,3.35,1.8,4,3.2,1.9,3.6,3.3,2,3.75,3,1.91,4,3.1,1.9
9,Lille,Sochaux,H,1.75,3.4,5,1.8,3.2,4.3,1.8,3.2,4.5,1.8,3.25,4.5,1.8,3,4.33,1.75,3.25,4.5
9,Lyon,Lorient,H,1.36,4.5,9,1.3,4.75,8.5,1.36,4,9.5,1.33,4.6,9,1.3,4,9,1.33,4.33,9
9,Montpellier,Lens,H,2.3,3,3.4,2.35,2.9,3.05,2.25,3,3.2,2.2,3.1,3.3,2.2,2.8,3.2,2.2,3,3.2
9,Nancy,Toulouse,D,2.4,3,3.2,2.25,3,3.1,2.3,3,3.1,2.3,3,3.2,2.25,2.88,3,2.2,3,3.2
9,Valenciennes,Boulogne,D,2,3.2,4,1.95,3.2,3.6,2,3.1,3.75,1.9,3.15,4.1,1.91,3,3.75,1.95,3.1,3.75
9,Auxerre,Nice,H,2.2,3.1,3.5,2.2,3,3.2,2.15,3,3.4,2.2,3,3.4,2.1,2.9,3.25,2.2,3,3.2
9,Monaco,Paris SG,H,2.9,3,2.6,2.8,3.1,2.4,2.8,2.9,2.6,2.9,3,2.5,2.6,2.9,2.5,2.7,2.9,2.6
9,Rennes,St Etienne,H,1.75,3.4,5,1.65,3.35,5,1.7,3.3,5,1.65,3.4,5.5,1.67,3.1,5,1.65,3.25,5.25
9,Boulogne,Bordeaux,A,5.5,3.5,1.67,5.5,3.4,1.6,5.25,3.4,1.65,5,3.4,1.7,5,3.1,1.67,5,3.4,1.65
9,Grenoble,Rennes,A,3.6,3,2.2,3.3,3,2.15,3.6,3,2.1,3.3,3.1,2.2,3.2,3,2.1,3.4,3,2.1
9,Lorient,Nancy,H,2.2,3,3.6,2.15,3,3.3,2.2,3,3.3,2.1,3.15,3.5,2.1,2.9,3.25,2.1,3,3.4
9,Marseille,Montpellier,H,1.4,4.2,8.5,1.4,3.8,8,1.4,4,8,1.45,4,7,1.4,3.5,8,1.36,4,8.5
9,Nice,Monaco,A,2.63,2.8,3.1,2.35,3,2.9,2.5,3,2.8,2.4,2.95,3.1,2.25,2.88,3,2.35,2.9,3
9,Sochaux,Valenciennes,A,1.85,3.2,4.75,1.9,3.1,4,1.9,3.1,4.2,1.9,3.2,4,1.83,3,4,1.9,3.1,4
9,St Etienne,Auxerre,D,2,3.1,4.2,1.95,3.2,3.6,1.95,3.1,4,1.9,3.2,4,1.91,3,3.75,2,3.1,3.6
9,Lens,Lille,D,2.6,3,2.88,2.55,3,2.65,2.6,3,2.7,2.5,3,2.9,2.5,2.8,2.75,2.4,3.1,2.75
9,Paris SG,Lyon,D,2.88,3.1,2.55,2.7,3.05,2.5,2.8,3,2.5,2.65,3,2.65,2.75,2.9,2.4,2.8,2.9,2.5
9,Toulouse,Le Mans,H,1.75,3.4,5,1.8,3.2,4.25,1.75,3.25,4.75,1.8,3.25,4.5,1.73,3.2,4.33,1.75,3.2,4.6
9,Auxerre,Grenoble,H,1.67,3.4,6,1.7,3.1,5.2,1.65,3.4,5.25,1.65,3.4,5.5,1.62,3.25,5,1.65,3.25,5.25
9,Lorient,Paris SG,D,3.2,3,2.4,3.2,3,2.2,3.1,3,2.3,3.3,3.2,2.15,3,3,2.2,3,3,2.3
9,Lyon,Toulouse,H,1.44,4,8.5,1.35,4,8.5,1.4,4,8,1.4,4.3,7.5,1.4,3.5,8,1.4,4,7.5
9,Monaco,St Etienne,A,1.8,3.1,4.6,1.8,3.1,4.5,1.75,3.25,4.75,1.8,3.3,4.5,1.73,3.1,4.5,1.7,3.3,4.75
9,Montpellier,Boulogne,H,1.7,3.4,5.5,1.7,3.2,5,1.7,3.3,5,1.75,3.4,4.8,1.67,3.1,5,1.7,3.25,4.8
9,Nancy,Sochaux,H,2,3.2,4,1.95,3,3.9,2,3,4,2,3.2,3.7,1.91,3,3.75,2,3,3.75
9,Valenciennes,Marseille,H,4.75,3.3,1.8,4.8,3.2,1.72,4.75,3.25,1.75,5,3.4,1.7,4.5,3.1,1.73,4.8,3.25,1.7
9,Bordeaux,Rennes,H,1.7,3.4,5.5,1.65,3.2,5.25,1.67,3.3,5.5,1.6,3.5,5.8,1.62,3.1,5.5,1.6,3.4,5.5
9,Le Mans,Lens,H,2.25,3.1,3.4,2.15,2.95,3.35,2.2,3,3.3,2.25,3.1,3.15,2.1,2.9,3.25,2.1,3,3.4
9,Lille,Nice,D,1.62,3.6,6,1.6,3.3,5.7,1.6,3.4,6,1.65,3.4,5.5,1.62,3.1,5.5,1.6,3.3,5.75
9,Grenoble,Montpellier,A,2.9,3,2.6,2.55,3,2.65,2.7,3,2.6,2.95,3.1,2.4,2.62,2.88,2.5,2.7,3,2.5
9,Lens,Lyon,A,5,3.4,1.75,4.25,3.4,1.75,4.5,3.2,1.8,4.3,3.4,1.8,4,3.2,1.8,4.3,3.2,1.8
9,Nice,Valenciennes,H,2.3,3,3.4,2.1,3.1,3.3,2.3,3,3.1,2.2,3.1,3.3,2.2,3,3,2.2,3,3.2
9,Paris SG,Nancy,D,1.57,3.5,7,1.5,3.5,6.8,1.55,3.5,6.5,1.55,3.7,6,1.53,3.25,6,1.55,3.5,6
9,Rennes,Auxerre,A,1.62,3.5,6,1.55,3.4,6.25,1.6,3.4,6,1.6,3.5,5.7,1.57,3.25,5.5,1.6,3.4,5.5
9,Sochaux,Le Mans,H,1.91,3.1,4.6,1.9,2.95,4.2,1.9,3.1,4.2,2,3.2,3.7,1.83,3,4,1.9,3.1,4
9,St Etienne,Bordeaux,H,4,3.2,2,3.65,3.15,1.95,3.75,3.1,2,3.6,3.3,2,3.4,3,2,3.8,3.1,1.95
9,Boulogne,Lille,A,3.75,3.1,2.1,3.35,3,2.1,3.4,3,2.15,3.3,3.1,2.2,3.2,3,2.1,3.4,3,2.1
9,Marseille,Monaco,A,1.53,3.75,7,1.5,3.55,6.5,1.55,3.5,6.5,1.5,3.8,6.7,1.5,3.4,6,1.55,3.5,6
9,Toulouse,Lorient,A,1.85,3.2,4.75,1.8,3.2,4.3,1.8,3.2,4.5,1.85,3.3,4.1,1.8,3.2,4,1.8,3.2,4.3
9,Auxerre,Bordeaux,H,3.8,3.2,2.05,3.6,3.3,2,3.75,3.1,2,3.2,3.2,2.2,3.5,3,2,3.6,3.1,2
9,Le Mans,Boulogne,D,1.7,3.4,5.5,1.7,3.35,5.1,1.7,3.3,5,1.8,3.3,4.4,1.67,3.1,5,1.65,3.3,5.2
9,Lille,Rennes,D,2.1,3.1,3.75,2.1,3.1,3.55,2.1,3.1,3.5,2.1,3.25,3.4,2.1,3,3.2,2.1,3,3.4
9,Lyon,Sochaux,A,1.3,5,11,1.35,4.5,8.55,1.3,4.75,9,1.3,4.8,9.5,1.25,4.5,10,1.3,4.5,9
9,Montpellier,St Etienne,H,2.2,3.1,3.5,2.25,3.1,3.2,2.1,3.1,3.5,2.2,3.2,3.2,2.1,3,3.2,2.1,3,3.4
9,Nancy,Marseille,A,3.8,3.2,2.05,3.75,3.2,2,3.75,3.1,2,3.4,3.25,2.1,3.6,3.1,1.91,3.6,3.1,2
9,Valenciennes,Grenoble,H,1.57,3.6,6.5,1.55,3.45,7,1.57,3.5,6,1.65,3.4,5.5,1.53,3.25,6,1.55,3.5,6
9,Lorient,Nice,H,1.91,3.2,4.33,2,3.2,3.8,1.95,3.1,4,2,3.15,3.8,1.83,3.2,3.75,1.85,3.2,4
9,Monaco,Lens,H,1.73,3.3,5.5,1.7,3.1,6,1.7,3.3,5,1.8,3.4,4.3,1.7,3,5,1.7,3.2,5
9,Toulouse,Paris SG,H,2.6,3,2.88,2.55,3,2.8,2.6,3,2.7,2.6,3,2.7,2.5,2.9,2.6,2.5,3,2.7
9,Bordeaux,Le Mans,H,1.33,4.5,11,1.35,4.65,8,1.33,4.5,9,1.35,4.7,8,1.33,4,8,1.3,4.6,9
9,Boulogne,Monaco,A,4.33,3,2,3.9,3.1,2,4,3.1,1.95,3.4,3.25,2.1,3.5,3,2,3.75,3.1,1.95
9,Grenoble,Nancy,A,3.6,3.1,2.15,3.6,3.05,2.1,3.4,3,2.15,3.4,3.25,2.1,3.3,2.88,2.1,3.3,3.1,2.1
9,Nice,Lyon,H,5.25,3.5,1.7,5.5,3.55,1.7,5,3.4,1.67,4.8,3.4,1.75,5.5,3,1.67,5.25,3.5,1.6
9,Rennes,Montpellier,H,1.8,3.4,4.75,1.85,3.4,4.6,1.8,3.2,4.5,1.85,3.3,4.2,1.73,3.1,4.5,1.8,3.25,4.2
9,Sochaux,Lorient,H,2.1,3.1,3.75,2.2,2.9,3.55,2.15,3,3.4,2.1,3.25,3.4,2.1,3.2,3,2.1,3,3.4
9,St Etienne,Valenciennes,A,1.8,3.4,4.75,1.75,3.2,5,1.8,3.2,4.5,1.8,3.3,4.5,1.73,3.1,4.5,1.8,3.2,4.33
9,Auxerre,Lille,H,2.63,2.88,3,2.6,3.05,2.7,2.6,3,2.7,2.3,3.1,3.1,2.2,2.8,3.2,2.5,3,2.7
9,Lens,Toulouse,A,2.63,2.88,3,2.5,3.1,2.8,2.6,3,2.7,2.5,3.1,2.8,2.38,2.88,2.8,2.6,2.9,2.7
9,Auxerre,Montpellier,H,2.1,3.1,3.75,2.15,3.1,3.4,2.1,3,3.6,2.1,3.1,3.6,2,3,3.5,2.05,3.1,3.4
9,Bordeaux,Monaco,H,1.67,3.4,6,1.75,3.25,4.9,1.65,3.3,5.5,1.75,3.5,4.6,1.67,3.1,5,1.65,3.3,5.2
9,Boulogne,Nancy,A,3,2.9,2.6,2.65,3.1,2.65,2.9,2.9,2.5,2.7,3,2.6,2.62,2.9,2.5,2.8,2.9,2.5
9,Grenoble,Lille,A,5,3.25,1.8,4.2,3.5,1.8,4.5,3.2,1.8,4.3,3.4,1.8,4,3.1,1.8,4.6,3.2,1.75
9,Lens,Lorient,D,2.5,2.9,3.1,2.35,3,3.1,2.4,2.9,3,2.3,3.1,3.1,2.38,2.88,2.8,2.4,2.9,2.95
9,Marseille,Toulouse,D,1.6,3.5,6.5,1.6,3.5,6,1.57,3.5,6,1.6,3.6,5.6,1.57,3.25,5.5,1.55,3.4,6.25
9,St Etienne,Lyon,A,4,3.2,2,3.8,3.3,1.95,3.6,3.2,2,3.6,3.3,2,3.6,3.1,1.91,3.6,3.1,2
9,Nice,Le Mans,H,2,3.2,4,1.95,3.2,3.9,2,3.2,3.6,1.9,3.25,4,1.91,3,3.75,2,3.1,3.6
9,Rennes,Valenciennes,A,1.67,3.4,6,1.6,3.5,5.8,1.65,3.4,5.25,1.75,3.5,4.6,1.57,3.25,5.5,1.6,3.3,5.75
9,Sochaux,Paris SG,A,2.75,3,2.75,2.7,2.95,2.7,2.7,3,2.6,2.6,3,2.7,2.5,2.9,2.6,2.7,2.9,2.6
9,Le Mans,Auxerre,A,2.65,2.9,2.9,2.65,3.05,2.65,2.65,2.9,2.7,2.65,3.1,2.6,2.38,2.88,2.8,2.5,3,2.7
9,Lorient,Boulogne,H,1.53,3.8,6.5,1.6,3.4,6.1,1.55,3.6,6,1.65,3.4,5.5,1.53,3.25,6,1.5,3.75,6
9,Monaco,Grenoble,D,1.33,4.75,10,1.3,5.2,8.5,1.3,4.5,10,1.27,4.9,11,1.25,4.5,10,1.25,5,10
9,Nancy,St Etienne,A,2.1,3.1,3.75,2.05,3.1,3.7,2.1,3,3.6,2,3.2,3.7,2,3,3.5,2,3.1,3.6
9,Paris SG,Nice,A,1.7,3.5,5.25,1.6,3.5,5.8,1.65,3.5,5,1.65,3.4,5.5,1.62,3.25,5,1.6,3.5,5.25
9,Sochaux,Lens,A,1.95,3.2,4.2,1.9,3.2,4.1,1.95,3.2,3.75,1.9,3.2,4,1.83,3,4,1.9,3.25,3.75
9,Valenciennes,Montpellier,D,2.2,3.1,3.5,2.1,3.1,3.5,2.1,3,3.6,2,3.2,3.7,2,3,3.4,2.1,3.1,3.3
9,Lille,Bordeaux,H,2.7,3,2.75,2.85,3.1,2.45,2.65,3,2.65,2.65,3.1,2.6,2.62,2.88,2.5,2.6,3,2.6
9,Lyon,Marseille,D,2.05,3.2,3.75,1.95,3.15,4,1.95,3.2,3.75,1.85,3.3,4.2,1.91,3,3.75,1.9,3.2,3.8
9,Toulouse,Rennes,H,2.3,3,3.4,2.3,3.1,3.1,2.3,3,3.1,2.2,3.1,3.3,2.1,2.9,3.25,2.25,3.1,3
9,Marseille,Paris SG,H,1.73,3.5,5,1.8,3.5,4.75,1.73,3.3,4.75,1.8,3.3,4.5,1.75,3.2,4.2,1.7,3.4,4.5
9,Auxerre,Monaco,H,2.3,3,3.4,2.4,3.3,3,2.25,3,3.2,2.1,3.2,3.45,2.2,2.9,3.1,2.2,3.1,3.1
9,Bordeaux,Valenciennes,A,1.4,4.2,9,1.4,4.05,8.2,1.4,4,8,1.45,4,7,1.4,3.75,7,1.35,4.2,8
9,Grenoble,Lyon,D,8,4,1.44,6.85,4.1,1.45,6.5,3.75,1.5,7.5,4.3,1.4,7,3.75,1.4,7,3.75,1.45
9,Lens,Nancy,H,2.5,2.9,3.1,2.45,3.15,2.8,2.5,3,2.8,2.3,3.1,3.1,2.38,2.88,2.8,2.4,3,2.85
9,Rennes,Le Mans,H,1.44,4,8,1.45,3.7,8,1.5,3.75,6.5,1.5,3.9,6.5,1.44,3.6,6.5,1.44,3.8,7
9,Montpellier,Lille,H,2.75,3,2.7,2.65,3.1,2.6,2.7,3,2.6,2.6,3.1,2.65,2.5,2.9,2.6,2.6,3,2.6
9,Nice,Toulouse,H,2.4,3,3.2,2.3,3,3.2,2.3,3,3.1,2.3,3.1,3.1,2.38,2.88,2.8,2.3,3.1,2.9
9,St Etienne,Lorient,A,2.2,3.1,3.5,2.1,3.1,3.55,2.15,3,3.4,2.1,3.2,3.45,2.1,3,3.2,2.2,3.1,3.1
9,Lens,Marseille,H,4.2,3.1,2,4.35,3.2,1.85,3.75,3.2,1.95,3.6,3.3,2,3.75,3,1.91,3.8,3.2,1.9
9,Lille,Valenciennes,H,1.67,3.5,5.5,1.75,3.3,4.8,1.7,3.4,4.75,1.8,3.3,4.5,1.8,3.2,4,1.7,3.3,4.75
9,Lorient,Grenoble,D,1.5,3.75,7.5,1.45,3.9,7.25,1.5,3.75,6.5,1.5,3.7,7,1.4,3.75,7,1.45,3.75,7
9,Paris SG,Auxerre,H,1.85,3.2,4.75,1.85,3.35,4.1,1.85,3.2,4.25,1.9,3.2,4.1,1.83,3,4,1.75,3.6,4
9,Sochaux,Nice,H,2.2,3,3.6,2.25,2.85,3.5,2.15,3,3.5,2.2,3,3.4,2.1,2.9,3.25,2.2,3,3.2
9,Toulouse,Boulogne,H,1.4,4.2,8.5,1.45,3.7,8,1.45,3.75,7.5,1.5,3.7,7,1.5,3.25,6.5,1.36,4,8.5
9,Le Mans,St Etienne,D,2.3,3,3.4,2.25,3.1,3.2,2.3,3.1,3,2.2,3.2,3.2,2.25,3,2.88,2.3,3,3
9,Lyon,Rennes,D,1.55,3.7,6.5,1.45,4,7,1.5,3.75,6.5,1.5,3.8,6.7,1.5,3.5,6,1.5,3.75,6
9,Nancy,Bordeaux,A,3.75,3.2,2.05,3.65,3.25,2,3.6,3.1,2.05,3.4,3.25,2.1,3.5,3,2,3.4,3.1,2.05
9,Boulogne,Paris SG,A,5,3.3,1.75,4.8,3.3,1.75,4.75,3.25,1.75,4.3,3.4,1.8,4.5,3.1,1.73,4.75,3.3,1.7
9,Bordeaux,Paris SG,H,1.67,3.4,6,1.6,3.5,5.85,1.65,3.4,5.25,1.65,3.4,5.5,1.62,3.3,5,1.6,3.4,5.5
9,Montpellier,Le Mans,H,1.75,3.4,5,1.7,3.4,5,1.75,3.25,4.75,1.7,3.4,5,1.67,3.3,4.5,1.65,3.5,4.75
9,Nice,Marseille,A,3.6,3.2,2.1,3.4,3.2,2.1,3.4,3.1,2.1,3.55,3.1,2.1,3.5,3,2,3.4,3.05,2.1
9,Rennes,Lorient,H,1.91,3.2,4.33,1.85,3.25,4.3,1.85,3.2,4.25,1.85,3.2,4.3,1.83,3,4,1.8,3.2,4.33
9,St Etienne,Sochaux,D,2.1,3.1,3.75,2.1,3,3.65,2.1,3.1,3.4,2.1,3.1,3.55,2,3,3.5,2.05,3.05,3.5
9,Valenciennes,Monaco,H,2.2,3.1,3.5,2.15,3.15,3.35,2.2,3,3.3,2.2,3.1,3.3,2.1,3,3.2,2.2,3,3.2
9,Auxerre,Nancy,A,1.83,3.3,4.75,1.7,3.35,5.1,1.75,3.25,4.75,1.75,3.4,4.7,1.73,3.1,4.5,1.75,3.25,4.5
9,Boulogne,Lens,H,2.88,3.1,2.55,2.65,3.1,2.65,2.7,3,2.6,2.9,3.1,2.45,2.6,3,2.5,2.7,3,2.5
9,Grenoble,Toulouse,H,3.75,3.1,2.1,3.5,3.1,2.1,3.4,3.1,2.1,3.55,3.1,2.1,3.75,3,1.91,3.6,3.1,2
9,Lille,Lyon,H,3.1,3.1,2.4,3,3.1,2.35,2.9,3,2.45,2.8,3.1,2.5,2.75,3,2.38,3,3,2.3
9,Lille,St Etienne,H,1.62,3.5,6.25,1.65,3.4,5.5,1.67,3.4,5,1.6,3.5,5.8,1.62,3.25,5,1.65,3.3,5.2
9,Toulouse,Sochaux,H,1.75,3.4,5,1.75,3.4,4.6,1.75,3.25,4.75,1.8,3.3,4.5,1.73,3.2,4.33,1.75,3.2,4.6
9,Le Mans,Valenciennes,H,2.6,3,2.88,2.75,3.1,2.45,2.6,3.1,2.6,2.5,3.1,2.8,2.5,3,2.6,2.5,2.9,2.8
9,Lens,Nice,H,2.25,3,3.5,2.2,3.15,3.55,2.2,3,3.3,2.2,3.1,3.3,2.1,3,3.2,2.2,3,3.2
9,Lorient,Auxerre,D,2.1,3.1,3.75,2.1,3.1,3.5,2.1,3.1,3.4,2.2,3.1,3.3,2,3,3.4,2.1,3,3.4
9,Marseille,Boulogne,H,1.25,5.25,13,1.25,5.5,10,1.27,5,10,1.3,4.8,9.5,1.22,5,10,1.22,5,12
9,Nancy,Rennes,A,2.63,2.88,3,2.45,3.05,2.9,2.6,2.9,2.75,2.4,3.1,2.95,2.38,2.88,2.8,2.4,3,2.85
9,Lyon,Bordeaux,A,2.25,3.1,3.4,2.3,3.25,3.25,2.25,3,3.25,2.1,3.25,3.4,2.1,3,3.2,2.2,3,3.2
9,Monaco,Lille,A,2.63,3,2.88,2.45,3,2.95,2.6,2.9,2.75,2.4,3.1,2.95,2.37,3,2.7,2.4,3,2.85
9,Paris SG,St Etienne,H,1.67,3.5,5.5,1.75,3.45,5.25,1.67,3.4,5,1.7,3.4,5.1,1.61,3.25,5,1.65,3.3,5.2
9,Sochaux,Grenoble,H,1.8,3.3,5,1.8,3.3,4.5,1.8,3.25,4.4,1.85,3.2,4.3,1.75,3.3,4,1.7,3.3,4.75
9,Toulouse,Montpellier,A,1.91,3.2,4.33,1.95,3.1,4.1,1.95,3.15,3.85,1.95,3.2,3.9,1.9,3,3.75,1.9,3.1,4
9,Valenciennes,Auxerre,D,2.1,3.1,3.75,2.05,3.2,3.55,2,3.1,3.75,2,3.15,3.8,2.1,3,3.2,2.05,3.1,3.5
9,Le Mans,Grenoble,H,2,3.1,4.2,2,3.1,3.9,2,3.1,3.75,1.9,3.2,4,2,3,3.4,1.95,3,4
9,Lorient,Marseille,A,3.6,3.2,2.1,3.45,3.3,2.05,3.4,3.1,2.1,3.4,3.25,2.1,3,3,2.2,3.4,3,2.1
9,Lyon,Boulogne,H,1.17,6.5,19,1.2,6,12,1.2,6,11,1.25,5,12,1.22,5,10,1.18,5.5,13
9,Monaco,Rennes,H,2.75,3,2.7,2.45,3.1,2.85,2.6,3,2.7,2.45,3.1,2.9,2.5,2.88,2.62,2.5,3,2.7
9,Montpellier,Bordeaux,A,3.75,3.1,2.1,3.45,3.3,2.05,3.4,3.1,2.1,3.2,3.2,2.2,3.2,3,2.1,3.4,3,2.1
9,Nancy,Nice,H,2.1,3.1,3.75,2.05,3,3.8,2.05,3,3.75,2.05,3.2,3.55,2.1,3,3.2,2.05,3,3.6
9,Paris SG,Lens,D,1.57,3.6,6.5,1.55,3.5,6.5,1.57,3.5,6,1.6,3.5,5.8,1.57,3.25,5.5,1.53,3.5,6
9,Bordeaux,Lorient,H,1.44,4,8,1.4,4.25,7.5,1.4,4,8,1.4,4.3,7.5,1.36,3.75,8,1.45,3.75,7
9,Grenoble,Nice,D,2.6,3,2.88,2.5,3,2.85,2.55,3,2.75,2.65,3,2.65,2.5,3,2.6,2.6,2.9,2.7
9,Montpellier,Nancy,A,1.83,3.3,4.75,1.85,3.35,4.65,1.8,3.2,4.5,1.85,3.3,4.2,1.8,3.2,4,1.8,3.2,4.33
9,Rennes,Paris SG,H,2.2,3.1,3.5,2.2,3.1,3.3,2.2,3,3.3,2.2,3.2,3.2,2.2,2.88,3.1,2.1,3,3.4
9,St Etienne,Marseille,D,4.33,3.4,1.85,4.4,3.5,1.85,4.2,3.2,1.85,4.2,3.3,1.85,4,3.2,1.8,4.33,3.2,1.8
